,GSM3690866_G13_htseq,GSM3690863_G10_htseq,GSM3690855_G05_htseq,GSM3690867_G14_htseq,GSM3690857_G07_htseq,GSM3690868_G09_htseq,GSM3690864_G11_htseq,GSM3690852_G03_htseq,GSM3690851_G01_htseq,GSM3690865_G12_htseq,GSM3690858_G04_htseq,GSM3690856_G06_htseq
Senp1,53,317,0,0,64,145,242,168,16,0,0,14
Senp2,923,1259,157,646,64,372,1090,106,336,773,565,507
Senp3,578,997,238,5,927,51,681,73,508,736,97,799
Senp5,256,691,30,711,243,26,504,135,123,276,159,279
Senp6,347,175,283,164,260,503,301,53,491,154,242,250
Senp7,194,145,2,6,324,34,374,30,1,1,24,156
Senp8,176,100,0,18,17,0,268,87,0,322,1371,11
Sep15,2073,1549,67,1724,32,707,3683,314,1546,811,517,1145
Sephs1,6,68,0,0,0,12,249,5,334,5,2,402
Sephs2,557,288,186,3,1667,432,1366,82,366,708,149,413
Sepn1,86,225,0,1,0,0,15,0,0,0,0,9
Sepp1,143,345,730,859,568,816,163,0,493,52,766,393
Sepsecs,13,15,0,0,0,18,105,0,0,51,0,0
Sept1,0,0,0,0,0,0,0,0,0,0,0,0
Sept10,4,16,0,0,0,1,0,32,0,0,146,5
Sept11,712,1531,35,269,203,364,1804,95,1373,1005,1404,1006
Sept12,0,0,0,1,0,0,0,0,0,0,0,0
Sept14,0,0,0,0,0,0,0,0,0,0,0,0
Sept2,945,665,189,531,11,106,940,99,437,336,116,865
Sept3,1156,1932,43,996,494,331,2361,263,958,870,1933,1148
Sept4,141,0,13,5,307,23,13,0,291,1,1,0
Sept5,866,861,0,411,1,75,1833,29,140,265,61,191
Sept6,2,28,4,3,145,1,381,1,4,288,0,193
Sept7,2479,2132,689,1916,1086,597,3071,502,1151,2000,555,1013
Sept8,550,478,110,1,8,1,436,1,178,1,3,351
Sept9,0,175,2,0,68,9,0,47,192,0,7,0
Sepw1,3229,1461,1795,1146,3516,738,6104,637,3454,1627,1243,1431
Serac1,261,426,2109,2,458,377,453,158,1,222,25,622
Serbp1,2784,1574,883,810,1355,1291,3641,283,1693,2103,454,562
Serf1,108,23,0,2,3,17,121,42,0,0,60,46
Serf2,1220,604,184,227,1706,306,1649,94,797,597,605,570
Sergef,424,275,0,0,949,18,752,34,513,127,150,202
Serhl,0,1,0,0,0,0,0,0,0,27,0,0
Serinc1,6105,5030,706,2747,1470,1611,11604,508,3005,4020,380,2125
Serinc2,265,204,1,93,0,186,164,6,176,162,188,0
Serinc3,894,682,24,280,777,424,1378,100,464,314,1395,590
Serinc4,56,16,0,0,0,0,0,0,0,0,0,49
Serinc5,47,60,0,0,0,0,806,0,0,10,0,81
Serp1,623,270,0,0,270,565,923,136,258,926,1,576
Serp2,560,247,18,881,419,57,1139,20,319,200,7,298
Serpina10,42,0,0,0,0,5,0,0,0,2,0,0
Serpina11,0,0,0,0,0,0,0,0,0,0,0,0
Serpina12,0,0,0,0,0,0,0,0,0,0,0,0
Serpina1a,7,17,3,3,4,7,3,2,8,6,26,21
Serpina1b,0,0,0,0,0,0,0,0,0,0,0,0
Serpina1c,0,0,0,0,0,0,0,0,0,0,0,0
Serpina1d,0,0,0,0,0,0,0,0,0,0,0,0
Serpina1e,0,0,0,0,0,0,0,0,0,0,0,0
Serpina1f,0,0,0,0,0,0,0,0,0,0,0,0
Serpina3a,1,0,0,0,0,0,0,1,0,0,0,3
Serpina3b,0,0,0,0,0,0,0,0,0,0,0,0
Serpina3c,0,0,0,0,0,0,0,0,0,0,0,0
Serpina3f,0,0,0,0,0,0,0,0,0,0,0,0
Serpina3g,0,0,0,0,0,0,0,0,0,0,0,0
Serpina3h,0,0,0,0,0,0,0,0,0,0,0,0
Serpina3i,0,0,0,0,0,0,0,0,0,0,0,0
Serpina3j,0,0,0,0,0,0,0,0,0,0,0,0
Serpina3k,0,0,0,0,0,0,0,0,0,0,0,0
Serpina3m,0,0,0,0,0,0,0,0,0,0,0,0
Serpina3n,509,506,0,2,68,350,1438,9,0,62,0,74
Serpina4-ps1,0,0,0,0,0,0,0,0,0,0,0,0
Serpina5,0,0,0,0,0,0,0,0,0,0,0,0
Serpina6,0,0,0,0,0,0,0,0,0,0,0,0
Serpina7,0,0,0,0,0,0,0,0,0,0,0,0
Serpina9,13,0,0,0,0,0,0,0,0,0,0,0
Serpinb10,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb11,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb12,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb13,0,0,0,0,0,0,0,1,0,0,0,0
Serpinb1a,0,0,0,0,0,0,0,0,0,1,0,0
Serpinb1b,0,64,0,0,0,0,0,0,0,0,0,0
Serpinb1c,0,0,5,1,2,0,0,1,8,2,2,1
Serpinb2,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb3a,0,0,0,0,0,0,0,0,0,14,0,0
Serpinb3b,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb3c,0,1,0,0,0,0,0,0,0,0,0,0
Serpinb3d,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb5,0,0,0,0,0,0,0,0,17,0,0,0
Serpinb6a,302,261,6,3,25,19,574,35,81,143,5,49
Serpinb6b,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb6c,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb6d,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb6e,0,0,0,0,0,0,0,1,0,0,0,0
Serpinb7,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb8,4,3,2,2,2,1,3,3,5,6,10,7
Serpinb9,0,0,0,0,0,0,2,0,1,0,0,0
Serpinb9b,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb9c,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb9d,0,0,0,0,38,0,0,0,0,0,0,57
Serpinb9e,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb9f,0,0,0,0,0,0,9,0,0,0,0,0
Serpinb9g,0,0,0,0,0,0,0,0,0,0,0,0
Serpinc1,7,0,0,0,0,0,32,0,0,28,0,6
Serpind1,0,3,0,0,44,0,0,0,117,4,92,0
Serpine1,0,0,0,0,0,0,0,0,0,0,0,1
Serpine2,308,439,0,443,1,574,481,0,0,147,1,255
Serpine3,0,0,0,0,0,0,6,0,0,0,0,8
Serpinf1,0,0,0,0,0,0,0,0,0,6,0,0
Serpinf2,0,0,0,0,0,0,0,0,0,0,0,0
Serping1,0,0,0,0,0,0,0,0,0,10,0,0
Serpinh1,0,0,0,0,0,0,0,0,0,0,0,0
Serpini1,18,587,0,136,8,280,693,79,275,297,7,0
Serpini2,0,0,0,0,0,0,0,0,0,0,0,0
Sertad1,128,129,264,0,119,135,80,55,124,281,0,327
Sertad2,563,521,8,1,73,23,531,18,393,338,11,185
Sertad3,0,0,0,0,213,0,150,8,0,0,0,0
Sertad4,2,46,0,0,0,177,0,14,0,59,1,0
Sertm1,784,364,78,550,321,401,1388,162,668,188,2,637
Sesn1,1182,717,4,876,162,511,1829,4,544,421,1651,1435
Sesn2,250,242,0,0,0,362,435,154,8,466,667,118
Sesn3,216,12,0,0,14,6,223,1,1,1,0,2
Sestd1,173,445,2,1,26,4,850,114,691,1,517,17
Set,2218,1548,276,2502,828,673,2797,617,1393,2037,80,1560
Setbp1,71,265,0,1,148,217,174,170,186,4,585,338
Setd1a,230,314,114,0,96,180,231,30,475,303,442,395
Setd1b,146,90,1,54,17,31,50,39,97,12,316,0
Setd2,803,970,54,22,381,107,375,89,77,522,1416,1065
Setd3,1417,1464,778,1054,50,597,1393,86,30,869,492,25
Setd4,240,163,0,0,0,65,57,11,325,0,41,0
Setd5,417,314,56,7,0,308,289,83,851,656,164,343
Setd6,6,122,0,25,0,0,0,38,3,101,0,279
Setd7,98,161,36,1031,47,80,295,54,364,18,42,80
Setd8,516,441,17,53,260,325,357,106,302,270,39,586
Setdb1,927,207,4,333,3,316,203,97,161,417,224,106
Setdb2,95,15,0,0,0,0,33,0,0,0,0,325
Setmar,0,148,0,0,0,0,203,8,0,0,0,0
Setx,272,92,0,4,0,26,910,56,35,129,237,1074
Sez6,324,273,2,332,221,5,250,4,34,146,532,51
Sez6l,2231,4786,36,2355,2393,2215,6391,508,1441,1847,1199,3047
Sez6l2,732,932,52,402,124,220,1098,216,1022,220,532,1119
Sf1,1024,823,35,393,1168,517,1093,455,1625,1207,60,264
Sf3a1,1021,509,9,774,573,189,948,0,8,543,18,1850
Sf3a2,203,132,36,1,13,0,203,49,95,4,107,61
Sf3a3,684,378,1,9,23,759,977,137,334,301,439,680
Sf3b1,4841,4770,330,2493,2066,2691,6018,1353,1634,3654,724,3275
Sf3b2,2174,919,476,384,2713,619,3219,178,1744,1275,840,909
Sf3b3,308,2121,0,139,328,392,1932,42,85,1027,7,1673
Sf3b4,445,306,0,272,10,241,412,96,1068,595,1085,212
Sf3b5,410,208,0,229,502,82,432,0,261,334,155,18
Sfi1,35,65,0,18,0,11,21,9,4,770,318,351
Sfmbt1,362,254,7,1,71,100,50,119,360,427,40,195
Sfmbt2,420,210,2,0,0,11,903,117,31,477,0,61
Sfn,14,2,0,0,0,12,0,0,0,2,0,2
Sfpi1,0,0,0,0,0,197,190,0,180,0,0,0
Sfpq,908,618,321,1530,621,809,1662,283,474,1678,967,1343
Sfr1,1587,1100,0,552,1017,337,2080,228,948,1283,114,450
Sfrp1,2,3,0,0,2,2,1,2,0,2,5,2
Sfrp2,0,102,0,0,0,0,0,0,0,0,0,0
Sfrp4,0,0,1,0,0,0,0,0,1,0,0,0
Sfrp5,26,0,0,0,0,0,0,17,0,0,0,0
Sfrs18,2672,4001,541,201,312,1338,1404,357,1250,2627,4302,5971
Sfswap,449,550,1144,43,246,150,646,108,413,340,536,883
Sft2d1,269,559,75,0,386,35,448,1,72,327,333,32
Sft2d2,0,1,0,0,556,38,193,63,0,0,0,0
Sft2d3,71,131,0,298,1,10,169,9,0,39,0,45
Sfta2,0,0,0,0,0,0,0,0,0,0,0,0
Sftpa1,0,0,0,0,0,0,0,0,0,0,0,0
Sftpb,0,0,0,0,0,0,0,2,2,0,0,1
Sftpc,0,3,0,0,0,0,43,0,0,0,0,0
Sftpd,0,0,0,0,0,0,0,0,0,0,0,0
Sfxn1,228,242,2,1,7,193,782,263,39,183,0,105
Sfxn2,32,28,4,9,21,16,18,1,10,196,573,226
Sfxn3,567,758,20,35,1126,105,949,5,400,217,84,626
Sfxn4,44,61,33,50,51,11,67,13,48,50,273,66
Sfxn5,807,168,11,936,1249,103,467,87,0,352,645,451
Sgca,0,0,0,0,0,0,0,0,0,0,0,0
Sgcb,752,788,0,0,24,19,380,65,74,610,0,1403
Sgcd,0,13,0,0,0,0,0,0,0,0,0,0
Sgce,159,113,4,648,74,16,632,19,0,149,27,309
Sgcg,0,0,0,0,0,0,0,1,0,0,0,0
Sgcz,83,82,0,0,17,41,71,3,0,82,0,158
Sgip1,1045,1566,183,108,232,208,1649,74,64,274,334,561
Sgk1,2739,2066,35,195,169,766,1451,471,279,2588,61,690
Sgk2,0,0,0,0,0,0,0,0,0,2,0,0
Sgk3,49,246,35,91,81,132,26,11,72,50,67,375
Sgms1,11,88,0,0,27,49,60,16,346,119,0,241
Sgms2,22,25,10,10,9,13,13,31,28,16,56,23
Sgol1,0,0,0,0,0,0,0,0,0,0,0,0
Sgol2,112,56,29,30,155,99,67,82,71,82,242,255
Sgpl1,385,357,0,0,0,5,670,0,0,2,35,193
Sgpp1,156,51,23,0,237,73,377,1,106,0,6,0
Sgpp2,106,87,50,46,76,47,58,23,114,103,178,288
Sgsh,37,0,0,0,0,0,0,1,0,0,0,0
Sgsm1,68,171,5,84,362,22,194,79,62,34,129,81
Sgsm2,380,677,145,4,929,163,397,131,1154,532,225,1050
Sgsm3,275,428,6,1,61,599,265,8,35,922,61,338
Sgta,1700,2611,26,822,1012,546,3364,429,678,2392,654,1204
Sgtb,147,937,2,48,45,91,696,218,186,55,163,386
Sh2b1,474,498,46,2,94,141,815,102,13,418,432,465
Sh2b2,0,33,0,0,0,89,319,0,0,0,0,0
Sh2b3,0,0,0,0,0,255,0,0,0,0,963,0
Sh2d1a,0,0,0,0,0,0,0,0,0,0,0,35
Sh2d1b1,0,0,0,0,0,0,0,0,0,0,0,0
Sh2d1b2,0,0,0,0,0,0,0,0,0,0,0,0
Sh2d2a,11,22,2,2,10,2,7,3,3,10,34,17
Sh2d3c,226,57,1,0,0,33,498,0,0,0,0,0
Sh2d4a,5,7,0,0,0,5,2,3,6,2,3,18
Sh2d4b,0,0,0,0,0,0,0,0,0,0,0,0
Sh2d5,1141,746,28,3,25,97,782,204,467,561,653,148
Sh2d7,0,0,0,2,0,0,2,11,0,0,0,0
Sh3bgr,16,0,0,0,0,0,96,0,0,0,0,108
Sh3bgrl,343,146,37,8,35,54,380,91,198,17,690,11
Sh3bgrl2,0,1,5,2,0,26,40,0,0,0,92,0
Sh3bgrl3,3493,1350,420,839,2217,596,3037,237,1983,1529,543,1388
Sh3bp1,1,8,0,0,0,67,64,1,260,2,0,35
Sh3bp2,19,22,0,0,0,0,74,63,0,0,0,2
Sh3bp4,0,88,0,0,0,0,98,0,0,0,0,0
Sh3bp5,438,199,1,20,20,54,1327,187,51,523,137,151
Sh3bp5l,923,434,0,301,1121,166,391,165,0,145,0,6
Sh3d19,1,59,0,3,49,0,64,6,0,1,0,0
Sh3d21,0,0,0,0,0,0,0,0,0,0,0,0
Sh3gl1,556,802,35,922,1,461,889,38,0,1024,10,792
Sh3gl2,1537,723,432,37,138,69,2480,42,396,64,359,1028
Sh3gl3,42,29,0,5,38,53,8,22,26,0,370,288
Sh3glb1,46,150,1,0,16,13,8,136,12,16,88,493
Sh3glb2,699,1121,5,29,70,445,1299,3,274,733,913,1022
Sh3kbp1,184,346,108,4,542,65,291,72,1,166,2,22
Sh3pxd2a,121,100,1,51,251,22,132,79,0,4,23,10
Sh3pxd2b,0,0,0,0,0,235,203,73,14,133,0,10
Sh3rf1,17,17,0,0,68,159,0,0,103,106,0,97
Sh3rf2,43,0,0,1,0,0,0,9,0,0,0,0
Sh3rf3,57,272,1,1,3,0,21,0,47,100,0,3
Sh3tc1,0,26,1,0,0,0,0,0,0,50,0,0
Sh3tc2,0,0,0,0,0,0,0,0,0,0,0,0
Sh3yl1,1,274,9,0,1,1,328,1,0,0,27,0
Shank1,583,637,493,94,1034,801,701,144,1068,782,954,649
Shank2,376,628,0,507,36,364,274,36,153,271,417,814
Shank3,7,89,0,2,54,0,39,21,62,10,0,74
Sharpin,566,507,0,1,514,339,688,40,543,561,573,726
Shb,11,0,0,0,0,0,0,0,0,0,0,0
Shbg,0,0,0,0,0,0,0,0,0,0,0,0
Shc1,2,229,0,20,0,17,0,0,0,163,1,241
Shc2,515,287,0,13,0,615,70,10,349,0,0,106
Shc3,0,34,0,2,486,27,152,1,0,0,0,0
Shc4,20,14,16,18,9,6,7,3,18,16,31,22
Shcbp1,0,0,0,0,0,0,0,0,0,23,0,0
Shcbp1l,0,53,0,0,5,142,85,0,0,0,0,31
Shd,0,0,0,0,0,0,0,20,0,0,0,0
She,0,0,0,0,0,0,0,0,0,0,0,0
Shf,0,9,0,0,20,0,0,15,0,1,0,0
Shfm1,553,173,195,126,441,157,633,56,737,264,62,135
Shh,0,0,0,1,0,0,0,0,0,0,0,0
Shisa2,0,0,0,0,0,0,0,0,0,0,0,0
Shisa3,4,5,4,11,12,1,2,7,12,21,11,21
Shisa4,2090,2312,6,657,1034,624,2361,173,1719,1021,984,1321
Shisa5,135,275,61,0,0,43,154,6,0,150,265,516
Shisa6,186,377,1,32,84,250,259,98,160,132,2,163
Shisa7,361,604,49,0,82,122,1006,60,0,8,369,38
Shisa9,622,278,11,17,894,316,997,4,8,352,507,193
Shkbp1,35,132,12,0,0,31,35,12,0,20,83,316
Shmt1,0,21,0,0,0,0,207,0,2,0,0,1
Shmt2,494,188,60,0,1,142,648,9,195,211,76,960
Shoc2,365,564,75,120,102,22,828,226,970,44,922,153
Shox2,0,0,0,0,0,0,0,0,0,0,0,0
Shpk,0,0,0,2,11,0,445,0,0,0,0,1
Shprh,374,758,17,4,22,291,782,72,143,491,861,203
Shq1,5,14,0,0,0,0,0,0,0,235,0,133
Shroom1,0,86,0,0,0,38,93,0,0,1,0,0
Shroom2,328,424,0,1,32,1,171,1,280,62,1281,0
Shroom3,6,8,4,5,13,0,130,14,222,14,27,54
Shroom4,0,1,0,0,15,0,0,1,0,0,2,0
Siae,24,4,0,0,0,0,182,0,0,0,0,0
Siah1a,92,74,0,0,1,8,31,5,109,69,94,175
Siah1b,0,125,0,0,0,0,0,13,4,28,0,0
Siah2,140,48,8,0,1,45,210,169,0,0,19,28
Siah3,0,0,0,0,0,0,1,0,0,0,0,0
Sidt1,14,368,0,1,0,0,29,0,3,198,9,26
Sidt2,146,530,0,10,1,78,421,24,2,284,581,1354
Sigirr,0,0,0,0,0,0,0,0,0,0,0,0
Siglec1,0,0,0,0,0,0,0,0,0,0,0,0
Siglec15,0,0,0,0,0,0,0,0,0,0,0,0
Siglec5,0,0,0,0,0,0,0,0,0,0,0,0
Siglece,2,0,0,0,0,139,0,2,5,1,0,3
Siglecg,0,0,0,0,0,0,0,0,0,0,0,0
Siglech,8,7,13,27,546,255,136,5,35,6,1266,7
Sigmar1,262,294,8,0,3,5,120,16,313,8,0,451
Sik1,16,183,1,7,26,13,14,16,4,28,8,0
Sik2,0,8,0,0,1,16,31,132,0,0,0,0
Sik3,426,434,0,388,80,322,786,36,368,151,333,416
Sike1,16,371,9,0,1,162,452,64,11,100,3,8
Sil1,103,122,0,2,0,9,518,5,283,0,33,0
Sim1,7,9,2,6,0,0,5,5,10,9,7,12
Sim2,0,0,0,0,0,0,0,0,16,0,0,0
Simc1,637,57,0,267,45,62,200,9,0,445,24,174
Sin3a,467,357,823,1,2,135,40,67,397,724,234,534
Sin3b,1315,2744,145,55,712,1164,3134,262,1925,2740,2082,864
Sipa1,2,0,0,0,0,0,282,0,10,0,606,0
Sipa1l1,1312,1967,114,161,1791,163,1536,191,1185,1958,1069,1423
Sipa1l2,251,140,0,5,17,12,89,30,0,67,444,108
Sipa1l3,277,654,0,15,119,313,234,27,89,281,16,763
Sirpa,773,1834,1,1452,1926,772,1948,82,975,765,58,193
Sirpb1a,0,0,0,0,0,0,0,0,0,0,0,0
Sirpb1b,0,0,0,0,0,0,0,0,0,0,0,0
Sirt1,98,9,0,1,135,105,14,10,33,176,8,0
Sirt2,420,478,4,6,32,318,675,100,670,624,445,69
Sirt3,607,159,0,708,675,220,1590,40,51,307,630,124
Sirt4,274,179,0,0,3,1,133,5,168,0,0,349
Sirt5,18,38,1,0,40,0,0,0,0,15,0,0
Sirt6,179,44,0,2,0,129,181,0,146,281,57,140
Sirt7,1072,883,1,13,418,29,862,0,240,1437,1530,2674
Sis,0,0,0,0,0,0,0,0,0,0,143,0
Sit1,0,0,0,0,0,0,0,0,0,0,0,0
Siva1,157,35,0,0,60,78,298,0,184,150,74,0
Six1,0,0,0,0,0,0,0,13,0,0,0,0
Six2,8,21,1,18,4,10,5,3,6,15,7,14
Six3,1,2,2,4,4,0,2,0,2,2,4,2
Six3os1,0,4,0,0,18,0,0,0,0,0,0,0
Six4,3,5,1,1,2,2,4,5,6,7,4,3
Six5,0,0,0,0,0,0,0,0,0,0,0,0
Six6,2,0,12,0,0,2,0,3,0,0,1,7
Ska1,0,0,0,0,0,0,0,0,0,0,0,0
Ska2,64,108,0,45,1,14,211,15,35,7,17,110
Ska3,35,30,18,7,64,10,18,6,18,28,77,77
Skap1,0,27,0,0,0,0,0,0,0,0,0,0
Skap2,8,0,0,0,0,0,0,0,0,0,0,437
Ski,214,989,13,20,2490,1199,602,157,36,953,1238,1106
Skida1,0,6,0,182,0,4,436,10,0,0,0,0
Skil,185,62,3,4,122,3,619,13,21,76,2,3
Skint1,0,0,0,0,0,0,0,0,0,0,0,0
Skint10,0,0,0,0,0,1,0,0,0,0,0,34
Skint11,0,0,0,0,0,0,0,0,0,0,0,0
Skint2,0,0,0,0,0,0,0,0,0,7,0,0
Skint3,0,16,0,0,0,0,0,0,0,0,0,0
Skint4,24,46,21,14,34,22,23,10,40,30,73,59
Skint5,2,0,0,0,0,2,0,0,0,6,27,0
Skint6,0,1,0,0,0,0,0,6,36,0,0,0
Skint7,2,0,0,1,0,8,0,1,3,1,4,2
Skint8,0,0,0,0,0,0,0,0,0,0,0,0
Skint9,0,0,0,0,0,0,0,0,0,0,0,0
Skiv2l,916,1129,202,99,0,508,461,121,592,1637,1385,1758
Skiv2l2,877,1428,29,75,29,204,524,56,569,671,734,1442
Skor1,0,0,0,0,0,0,0,0,0,0,0,0
Skor2,0,0,0,0,0,0,0,0,0,0,0,0
Skp1a,5190,1997,501,2550,1981,916,5379,360,1950,1487,230,1021
Skp2,183,5,0,0,0,173,41,0,0,376,470,0
Sla,0,0,1,0,0,70,0,0,0,0,0,0
Sla2,0,0,0,0,64,15,0,0,0,0,0,0
Slain1,122,2,0,0,0,0,23,1,15,0,13,0
Slain2,195,159,0,6,10,128,17,9,1,0,2,99
Slamf1,0,0,0,0,0,0,0,0,0,0,0,0
Slamf6,0,83,0,0,0,0,0,0,36,0,0,0
Slamf7,0,0,0,0,0,0,0,0,0,0,0,0
Slamf8,4,2,2,2,1,3,4,5,17,10,21,8
Slamf9,0,0,1,0,244,0,0,0,0,0,556,0
Slbp,124,468,0,117,0,206,453,23,303,519,0,0
Slc10a1,8,7,14,11,30,10,11,5,45,14,26,41
Slc10a2,16,14,0,5,1,5,12,0,2,7,18,16
Slc10a3,0,0,1,0,0,0,10,0,0,41,6,0
Slc10a4,0,0,0,0,0,0,0,0,0,0,0,0
Slc10a5,0,0,0,0,0,0,0,2,0,0,0,0
Slc10a6,0,0,0,0,0,0,0,0,0,0,0,0
Slc10a7,25,5,0,1,489,58,93,0,0,0,0,117
Slc11a1,7,9,2,3,12,11,6,1,1,12,3,72
Slc11a2,535,248,1,25,272,490,532,159,114,506,1108,1605
Slc12a1,0,1,0,0,0,0,0,3,0,0,0,0
Slc12a2,116,35,32,16,191,11,147,3,73,0,48,352
Slc12a3,0,0,0,0,0,0,0,0,0,0,0,0
Slc12a4,6,0,0,32,0,0,0,1,0,142,3,0
Slc12a5,1054,1211,475,774,71,268,915,58,727,223,703,186
Slc12a6,322,733,0,2634,0,202,126,42,42,248,1141,184
Slc12a7,0,0,0,1,0,0,50,0,1,0,1,0
Slc12a8,8,139,0,2,3,2,3,2,9,3,9,10
Slc12a9,78,228,0,0,0,0,206,0,1,179,0,427
Slc13a1,0,0,0,0,0,0,0,0,0,0,0,0
Slc13a2,0,0,0,0,0,0,0,0,0,0,0,0
Slc13a3,0,0,0,0,7,0,135,0,0,0,0,0
Slc13a4,0,0,9,0,38,0,0,0,0,1,0,3
Slc13a5,0,61,0,0,0,10,0,0,0,0,0,0
Slc14a1,0,0,0,2,0,0,0,0,0,0,0,0
Slc14a2,0,0,0,0,0,0,0,0,0,0,0,0
Slc15a1,23,24,9,16,5,13,11,6,24,26,53,59
Slc15a2,2,49,0,0,0,0,0,0,25,0,0,0
Slc15a3,0,0,0,0,0,0,0,0,1,0,834,0
Slc15a4,114,141,1,0,26,3,133,1,39,167,0,1
Slc15a5,0,0,0,0,0,0,0,0,0,0,0,0
Slc16a1,326,410,0,0,2,426,216,0,2,38,0,263
Slc16a10,31,111,11,11,11,19,31,35,48,50,255,216
Slc16a11,105,240,0,1,0,3,24,2,0,0,318,2
Slc16a12,0,0,0,0,0,0,0,0,0,0,0,0
Slc16a13,0,26,0,1,0,7,72,0,0,70,63,0
Slc16a14,66,59,0,0,0,0,0,0,133,0,0,0
Slc16a2,511,145,6,2,9,4,178,136,41,0,0,63
Slc16a3,0,0,0,0,0,0,0,0,0,0,0,0
Slc16a4,33,0,0,0,0,15,30,0,0,106,109,178
Slc16a5,0,0,0,0,0,0,0,0,0,304,0,0
Slc16a6,77,48,0,0,0,7,0,0,139,71,0,96
Slc16a7,17,45,0,0,0,22,261,54,0,88,0,252
Slc16a8,0,0,0,0,0,0,0,0,0,0,0,0
Slc16a9,0,0,0,0,0,0,0,2,0,0,0,0
Slc17a1,0,0,0,0,0,0,0,0,0,0,0,0
Slc17a2,0,0,0,0,0,0,0,0,0,0,0,0
Slc17a3,0,0,0,0,0,0,0,0,0,0,0,0
Slc17a4,0,0,0,0,0,0,0,0,0,11,0,0
Slc17a5,143,227,2,10,24,22,118,12,34,22,124,284
Slc17a6,6,3,1,2,5,0,0,0,1,0,5,2
Slc17a7,1261,783,94,331,338,586,1053,58,1214,508,422,741
Slc17a8,22,19,17,4,37,12,13,11,12,22,28,36
Slc17a9,0,0,0,0,0,0,0,0,0,0,0,0
Slc18a1,22,28,0,0,0,21,22,0,0,7,0,0
Slc18a2,0,137,38,4,0,212,198,0,0,0,707,83
Slc18a3,0,0,0,0,0,0,0,0,0,0,0,0
Slc18b1,319,173,4,27,48,46,871,22,75,56,106,229
Slc19a1,286,236,0,0,0,0,0,58,0,2,643,233
Slc19a2,293,283,1,57,0,0,489,67,178,41,2,455
Slc19a3,0,0,0,0,0,0,0,0,0,0,0,0
Slc1a1,876,640,828,89,420,823,1354,155,293,443,578,1150
Slc1a2,770,1460,1409,916,1348,293,1024,386,280,146,1252,1185
Slc1a3,43,43,26,252,5,18,131,2,13,18,19,429
Slc1a4,577,233,3,55,510,0,833,0,0,42,374,924
Slc1a5,0,0,0,0,0,0,0,0,0,0,0,0
Slc1a6,0,1,0,0,0,0,0,4,0,0,0,0
Slc1a7,6,11,15,6,13,15,6,3,38,8,20,20
Slc20a1,322,351,3,2072,250,830,256,47,393,721,301,2264
Slc20a2,8,173,1,4,286,68,343,35,0,207,90,140
Slc22a1,0,0,0,0,0,0,0,0,0,0,0,0
Slc22a12,23,0,1,0,1,58,0,0,1,0,0,136
Slc22a13,0,0,0,0,0,0,0,0,0,0,0,0
Slc22a13b-ps,0,0,0,0,0,0,3,0,0,0,0,0
Slc22a14,0,0,0,0,0,0,0,0,0,0,0,0
Slc22a15,13,17,17,3,6,286,15,6,91,16,17,40
Slc22a16,0,0,0,0,0,0,0,0,0,0,0,0
Slc22a17,750,1244,168,676,552,401,917,20,700,688,1829,1649
Slc22a18,0,0,0,0,52,0,127,0,0,0,0,0
Slc22a19,0,2,0,0,0,0,0,0,0,0,0,0
Slc22a2,0,11,0,0,0,0,0,0,0,0,0,0
Slc22a20,0,0,0,0,0,0,0,0,0,0,0,0
Slc22a21,7,40,0,0,0,50,52,9,0,87,0,168
Slc22a22,0,0,0,0,0,0,0,0,0,0,9,0
Slc22a23,7,178,1,15,0,77,345,334,0,72,0,13
Slc22a26,0,0,0,0,0,0,0,0,0,0,0,0
Slc22a27,0,0,0,16,0,0,0,0,0,0,0,0
Slc22a28,0,0,0,0,69,0,0,0,2,0,0,0
Slc22a29,0,0,0,0,0,0,0,0,0,0,0,0
Slc22a3,0,0,0,0,0,0,0,0,0,0,6,0
Slc22a30,0,0,0,0,0,0,0,0,0,18,0,0
Slc22a4,7,212,0,1,0,0,25,0,2,0,96,130
Slc22a5,139,89,0,0,758,0,56,0,21,531,103,169
Slc22a6,0,0,0,0,0,0,0,0,0,0,0,0
Slc22a7,0,0,0,0,0,0,0,0,0,0,0,0
Slc22a8,6,10,4,1,6,3,5,0,4,4,9,21
Slc23a1,70,62,15,17,12,24,49,15,37,70,95,110
Slc23a2,346,585,1,0,1874,297,607,289,679,565,22,736
Slc23a3,0,4,0,0,0,0,110,0,0,1,0,11
Slc24a1,0,0,0,0,0,0,66,0,0,115,0,0
Slc24a2,1616,1323,98,243,760,654,1143,147,1007,391,679,756
Slc24a3,14,374,3,2,1,5,376,0,25,98,42,9
