,GSM3690854_NG03_htseq,GSM3690874_NG09_htseq,GSM3690872_NG13_htseq,GSM3690862_NG04_htseq,GSM3690870_NG11_htseq,GSM3690873_NG14_htseq,GSM3690871_NG12_htseq,GSM3690860_NG06_htseq,GSM3690853_NG01_htseq,GSM3690861_NG07_htseq,GSM3690859_NG05_htseq,GSM3690869_NG10_htseq
Hddc2,0,0,89,35,85,128,14,57,43,238,305,54
Hddc3,17,0,64,0,346,119,0,262,101,249,529,403
Hdgf,222,300,742,2784,883,885,144,482,878,1755,2074,2127
Hdgfl1,0,0,0,0,0,0,0,0,0,0,0,0
Hdgfrp2,164,682,1148,676,3248,1363,997,2032,360,3325,1372,3196
Hdgfrp3,218,374,434,1525,1048,1671,220,409,243,1895,305,524
Hdhd1a,0,0,0,0,0,0,0,0,0,0,0,0
Hdhd2,29,93,472,63,1401,538,9,237,787,3149,468,607
Hdhd3,2,0,0,0,84,23,0,0,16,526,1207,3
Hdlbp,360,1149,890,1408,1222,1422,487,173,195,1914,646,1255
Hdx,1,0,64,0,0,140,4,0,11,0,12,670
Heatr1,5,676,368,4,316,80,332,2,40,931,2,96
Heatr2,17,3,112,89,1,196,2,8,149,30,0,35
Heatr3,98,183,268,680,433,915,39,99,150,577,596,552
Heatr5a,32,26,54,40,9,262,8,32,23,5,13,15
Heatr5b,42,12,110,48,24,187,5,608,221,15,0,192
Heatr6,149,21,264,1661,141,349,97,428,316,51,464,829
Heatr8,81,0,128,0,0,0,142,2,30,0,217,81
Hebp1,57,4,129,5,436,100,6,211,222,711,268,138
Hebp2,2,0,0,0,0,0,0,0,141,4,0,0
Heca,0,0,6,0,0,28,0,1,0,0,3,43
Hectd1,138,1489,531,28,911,335,99,1149,438,1403,417,2333
Hectd2,7,0,100,190,289,67,27,215,239,312,73,108
Hectd3,1,0,920,0,396,203,3,1,90,1150,500,1705
Hecw1,280,3876,1082,1906,1162,1559,133,1227,1817,2036,284,273
Hecw2,0,29,330,1,0,41,8,0,0,103,328,3
Heg1,9,0,4,34,78,69,0,58,0,0,0,10
Helb,12,4,15,11,31,3,1,8,15,4,1,33
Hells,0,0,0,22,444,15,6,63,20,0,0,0
Helq,50,0,7,1650,109,348,149,323,81,201,271,228
Helt,0,0,0,0,0,0,0,0,0,0,0,0
Helz,31,0,80,670,1727,172,497,45,285,346,1305,1231
Helz2,0,0,0,0,0,0,0,0,0,0,0,0
Hemgn,1,0,0,0,0,0,0,0,2,0,0,0
Hemk1,203,0,119,34,258,32,0,310,1,0,0,408
Hemt1,0,0,0,0,0,0,0,0,0,0,0,0
Henmt1,0,0,124,0,0,12,0,0,52,0,0,0
Hepacam,0,1773,8,0,7,1,0,610,266,549,169,303
Hepacam2,0,0,0,0,0,0,0,0,0,0,0,0
Heph,0,0,0,0,37,0,0,0,0,0,0,0
Hephl1,0,0,0,0,0,0,0,0,0,0,0,0
Herc1,1058,1973,2268,1254,2700,2857,413,950,2008,2235,1905,2074
Herc2,1000,1991,2119,441,1755,1131,384,2100,1420,1108,894,2853
Herc3,203,1000,950,325,482,990,229,634,1174,2104,1024,1302
Herc4,3,665,428,1159,646,523,55,209,181,27,0,35
Herc6,92,0,0,0,0,0,0,0,0,0,0,0
Herpud1,4,1933,212,2,973,223,21,217,373,1071,310,572
Herpud2,13,6,4,79,99,204,40,285,293,39,217,388
Hes1,0,0,1,28,0,48,6,0,9,92,0,1
Hes2,0,0,0,0,0,0,0,0,0,0,0,0
Hes3,0,0,0,0,0,0,0,0,0,0,0,0
Hes5,0,0,0,104,69,0,0,0,0,310,448,36
Hes6,0,0,244,0,192,354,0,343,179,271,0,227
Hes7,0,0,0,0,0,0,0,0,0,0,86,0
Hesx1,0,0,0,0,0,0,0,0,0,0,0,0
Hexa,289,1038,80,62,848,530,7,181,76,404,760,552
Hexb,0,0,114,831,30,151,9,798,289,1055,3084,3
Hexdc,271,0,112,0,176,40,1,450,95,30,0,627
Hexim1,100,441,628,0,379,194,83,350,500,592,1822,644
Hexim2,0,0,201,0,0,148,2,329,2,0,0,156
Hey1,7,1,463,593,235,975,1,237,324,864,1312,404
Hey2,0,0,0,0,0,0,0,0,0,11,0,76
Heyl,0,0,0,0,0,0,0,0,0,0,0,0
Hfe,0,0,0,0,0,0,0,0,0,0,0,0
Hfe2,0,0,0,0,0,0,0,0,0,0,0,0
Hfm1,33,4,108,648,174,5,10,12,166,123,0,122
Hgd,0,0,0,0,0,0,0,0,0,0,0,0
Hgf,0,0,0,0,0,0,0,0,0,0,0,0
Hgfac,0,0,0,0,0,0,0,0,0,0,0,0
Hgs,9,282,503,219,1662,1142,125,67,913,1511,488,1672
Hgsnat,49,230,322,189,1676,599,45,344,1085,444,415,283
Hhat,0,0,32,0,0,2,0,1,0,2,0,0
Hhatl,11,0,8,0,24,116,0,0,7,0,0,927
Hhex,1,1,1,8,0,1,0,5,1,0,3,2
Hhip,0,0,0,0,0,0,0,0,409,21,0,0
Hhipl1,0,0,5,0,0,0,0,0,0,0,0,8
Hhipl2,0,0,0,0,0,0,0,0,0,0,0,0
Hhla1,0,0,0,0,0,0,0,0,0,0,0,0
Hiat1,80,120,40,63,566,1129,2,140,68,33,20,739
Hiatl1,209,66,538,219,501,41,6,18,487,628,573,438
Hibadh,61,87,382,937,12,110,203,0,405,788,847,1694
Hibch,0,1,0,323,227,349,2,0,40,63,0,170
Hic1,0,84,11,0,0,71,0,30,0,30,0,0
Hic2,52,6,264,45,38,34,6,1,38,2,2,317
Hid1,260,5120,578,31,1990,1348,15,1157,467,1784,316,1119
Hif1a,546,1548,233,414,1051,605,27,1094,726,530,55,1187
Hif1an,59,0,63,1688,350,7,6,460,105,38,0,940
Hif3a,14,0,0,0,0,0,0,0,20,2,174,0
Higd1a,78,731,1265,682,1236,925,17,423,659,2115,1049,1758
Higd1b,0,0,0,0,0,4,0,0,0,0,0,0
Higd1c,0,0,0,0,0,0,0,0,0,0,0,0
Higd2a,319,679,560,922,1729,917,48,525,801,3192,2284,705
Hilpda,0,0,2,1,136,0,0,281,8,1,0,11
Hils1,0,0,0,0,0,0,0,0,0,0,0,0
Hinfp,22,0,44,0,0,187,0,1,112,0,383,142
Hint1,377,366,544,2196,1461,861,246,850,1269,4416,2825,1227
Hint2,114,409,312,264,510,251,51,407,379,840,940,266
Hint3,3,0,9,0,0,38,0,0,0,86,35,1
Hip1,0,0,147,0,179,56,0,215,14,169,919,119
Hip1r,0,1,149,93,299,202,67,634,155,581,423,10
Hipk1,267,782,403,109,1074,380,165,504,296,1087,467,812
Hipk2,0,61,248,0,312,67,20,0,175,44,2,287
Hipk3,222,21,71,686,311,816,8,78,671,310,493,453
Hipk4,48,241,111,0,158,4,225,4,209,770,53,460
Hira,2,0,619,778,94,219,1058,189,154,270,360,64
Hirip3,126,0,262,1,947,214,1,7,229,80,0,0
Hist1h1a,0,0,0,0,0,0,0,0,12,0,0,0
Hist1h1b,0,0,5,0,0,0,32,0,0,0,0,0
Hist1h1c,23,302,140,30,306,63,0,56,0,675,0,19
Hist1h1d,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h1e,0,209,1,61,1,38,0,2,11,80,61,33
Hist1h1t,0,0,0,0,0,0,0,194,0,0,0,0
Hist1h2aa,0,0,0,0,0,0,0,0,1,0,0,0
Hist1h2ab,0,0,0,0,0,1,0,0,1,19,0,0
Hist1h2ac,2,0,0,0,0,0,0,0,2,0,0,6
Hist1h2ad,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2ae,0,0,1,0,3,1,0,1,8,252,1,0
Hist1h2af,0,0,0,1,1,0,0,0,0,0,1,0
Hist1h2ag,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2ah,0,0,1,0,0,0,0,0,0,0,0,0
Hist1h2ai,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2ak,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2an,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2ao,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2ap,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2ba,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2bb,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2bc,93,413,315,138,1018,552,197,294,501,1079,1159,806
Hist1h2be,10,0,0,0,0,258,0,0,1,0,0,554
Hist1h2bf,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2bg,0,0,0,0,0,41,0,0,20,43,0,0
Hist1h2bh,0,0,9,0,0,0,0,0,0,0,0,0
Hist1h2bj,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2bk,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2bl,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2bm,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2bn,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2bp,0,0,0,0,0,0,0,0,36,0,0,0
Hist1h2bq,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2br,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h3a,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h3b,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h3c,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h3d,0,0,29,0,0,14,0,0,0,0,0,0
Hist1h3e,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h3f,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h3g,0,0,0,0,0,16,0,0,0,0,0,0
Hist1h3h,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h3i,0,0,2,0,0,1,0,0,0,0,0,0
Hist1h4a,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h4b,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h4c,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h4d,9,4,27,120,37,37,0,27,33,79,119,13
Hist1h4f,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h4h,0,0,0,0,0,0,0,0,0,3,20,7
Hist1h4i,1,0,10,0,76,0,0,26,0,20,3,28
Hist1h4j,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h4k,0,0,0,0,18,0,0,0,0,0,0,0
Hist1h4m,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h4n,0,0,0,0,0,0,0,0,0,0,0,0
Hist2h2aa1,0,0,0,0,0,0,0,0,0,0,0,0
Hist2h2aa2,0,0,0,0,0,0,0,2,0,0,0,0
Hist2h2ab,0,0,0,0,5,0,0,0,0,0,0,0
Hist2h2ac,1,0,0,0,1,2,0,0,0,0,0,0
Hist2h2bb,0,0,0,0,0,0,0,0,0,0,0,0
Hist2h2be,42,0,0,2,106,3,4,114,167,191,2,1
Hist2h3b,0,4,0,6,0,0,0,0,0,19,0,1
Hist2h3c1,0,0,0,0,0,82,5,0,0,12,0,67
Hist2h3c2,0,0,0,0,0,0,0,0,0,0,43,0
Hist2h4,0,0,10,0,8,37,0,28,0,0,0,24
Hist3h2a,264,772,948,2239,2912,1434,384,1360,601,3590,3904,2328
Hist3h2ba,10,0,26,215,124,92,0,140,208,215,305,145
Hist3h2bb-ps,0,0,0,0,0,0,0,0,0,0,0,97
Hist4h4,76,38,44,34,29,62,37,78,42,35,11,68
Hivep1,8,0,12,0,1,0,3,34,1,593,982,300
Hivep2,658,607,1538,478,10,1435,365,1284,1047,1005,487,1453
Hivep3,273,787,1550,1558,661,1088,108,831,736,831,336,147
Hjurp,3,0,10,0,13,0,0,0,0,0,0,0
Hk1,297,813,557,1379,3367,1961,146,587,676,2180,618,1857
Hk2,0,0,0,0,3,0,0,1,1,199,1132,0
Hk3,0,0,0,0,0,0,0,6,0,0,0,0
Hkdc1,0,0,0,0,0,0,0,0,0,0,0,0
Hlcs,2,2,121,0,1,48,1,1,58,3,489,43
Hlf,204,998,699,944,2833,1516,784,624,947,2759,3457,706
Hltf,59,34,65,1715,29,602,36,43,330,39,23,98
Hlx,0,0,0,0,0,0,0,0,0,0,0,0
Hmbox1,20,0,17,0,154,7,73,746,1,337,1,858
Hmbs,95,232,323,0,1343,646,525,563,549,1355,2024,49
Hmcn1,0,0,0,0,1,0,0,34,0,0,0,0
Hmg20a,89,340,1017,6,783,1560,45,1239,929,2028,218,4249
Hmg20b,72,16,29,506,4,120,75,25,118,402,199,179
Hmga1,0,0,0,0,8,0,0,0,0,25,0,1
Hmga1-rs1,0,0,0,0,0,0,0,0,0,0,0,0
Hmga2,8,0,33,45,30,70,24,18,150,56,31,169
Hmga2-ps1,3,0,2,0,1,1,5,5,2,0,2,4
Hmgb1,940,4935,4517,6075,8279,6131,785,3971,5105,12697,7468,3456
Hmgb1-rs17,58,7,34,10,26,45,17,61,40,34,8,19
Hmgb2,6,4,78,2,112,2,0,2,102,35,278,21
Hmgb3,12,0,133,6,78,43,0,136,94,627,757,74
Hmgb4,107,0,23,0,0,0,0,0,0,0,0,4
Hmgcl,0,3,247,0,0,750,17,33,256,1309,905,550
Hmgcll1,0,0,2,0,0,62,1,1,3,64,0,265
Hmgcr,25,1862,194,440,533,352,67,11,319,624,179,1018
Hmgcs1,298,225,0,1365,343,713,9,183,112,1751,45,1357
Hmgcs2,0,0,0,0,0,0,0,0,0,0,0,0
Hmgn1,535,1418,398,201,1529,1070,35,529,713,1576,2168,715
Hmgn2,987,1371,2447,4139,3735,3391,872,2252,2838,7234,4796,2425
Hmgn3,607,439,399,414,702,584,40,805,267,1621,645,712
Hmgn5,343,77,128,18,185,51,0,188,231,254,680,37
Hmgxb3,0,0,979,688,696,51,96,699,243,0,1056,1187
Hmgxb4,51,0,47,1,506,248,1,24,88,445,16,343
Hmha1,0,0,0,0,0,7,0,0,0,25,0,0
Hmmr,67,69,224,211,90,160,110,219,143,76,60,325
Hmox1,0,0,110,0,1,102,0,2,38,774,0,0
Hmox2,29,20,275,182,874,729,65,723,208,998,959,935
Hmx1,0,0,0,0,0,0,0,0,0,0,0,1
Hmx2,0,0,0,0,0,0,0,0,0,0,0,0
Hmx3,0,0,0,0,0,0,0,0,0,0,0,0
Hn1,406,105,1490,4685,2027,1351,107,2656,1604,5107,4160,1190
Hn1l,0,0,0,0,0,0,0,0,0,0,0,60
Hnf1a,12,0,10,0,0,24,0,0,8,3,0,3
Hnf1b,0,0,0,0,0,0,1,0,0,0,0,0
Hnf4a,0,0,0,0,0,0,0,0,0,0,0,1
Hnf4g,24,15,9,11,8,6,3,14,8,11,5,3
Hnmt,12,6,161,0,198,0,0,55,331,6,0,95
Hnrnpa0,84,450,266,1316,232,397,5,838,657,964,1437,575
Hnrnpa1,0,0,45,0,17,17,0,32,0,23,0,59
Hnrnpa2b1,1909,6610,6130,6645,8879,8362,2049,5595,6437,15941,7311,8141
Hnrnpa3,898,3146,1467,1566,1250,2121,470,941,1557,3272,2118,2223
Hnrnpab,534,733,455,2104,484,497,89,935,1021,3113,1301,240
Hnrnpc,618,2037,2136,3725,5324,3631,499,2314,3013,5540,3912,5824
Hnrnpd,192,350,686,963,350,862,432,714,1755,1439,1049,628
Hnrnpf,60,52,706,1198,1375,838,71,790,621,2711,602,1138
Hnrnph1,235,5479,3964,3149,2358,3632,1045,3458,3372,2535,2129,3407
Hnrnph2,163,1042,1710,584,3482,2469,49,773,933,3107,1983,4808
Hnrnph3,29,132,123,0,122,139,0,63,0,176,36,215
Hnrnpk,40,1565,3835,3924,7970,3768,303,1690,4040,7216,2621,9077
Hnrnpl,545,856,339,745,459,737,342,598,826,960,456,410
Hnrnpm,156,1083,931,488,1071,1086,830,1474,1589,1083,1520,2984
Hnrnpr,306,193,982,1422,1925,2201,31,1028,813,3020,266,1442
Hnrnpu,1037,757,2844,4565,1981,3343,1749,2612,2279,3453,2651,3587
Hnrnpul1,165,401,100,90,13,144,5,525,265,279,154,133
Hnrnpul2,216,683,376,1520,587,1170,538,629,1031,1010,727,1046
Hnrpdl,1324,1637,1598,201,1755,2055,1215,1042,2162,2426,4452,2681
Hnrpll,15,2,445,582,32,377,26,1,346,474,395,275
Hoga1,0,1,2,0,0,0,0,0,2,0,0,0
Homer1,128,817,159,1329,242,284,78,422,433,155,202,391
Homer2,41,67,18,685,1,384,0,3,309,416,2,410
Homer3,28,0,2,0,247,37,8,139,73,509,210,4
Homez,1,0,4,745,69,4,4,1,384,76,691,401
Hook1,18,11,696,1247,408,392,535,386,389,328,5,447
Hook2,36,0,563,0,242,0,3,0,60,0,1341,712
Hook3,185,226,994,192,1619,1213,35,152,1127,1718,1061,1165
Hopx,19,0,0,3,0,0,0,1,125,2,150,2
Hormad1,0,0,0,0,0,11,0,0,0,0,0,0
Hormad2,0,0,0,0,0,0,0,0,0,0,0,0
Hotair,0,0,0,0,0,0,0,0,0,0,0,0
Hoxa1,0,0,0,0,0,0,0,0,0,0,0,0
Hoxa10,0,0,0,0,0,0,2,1,0,0,0,0
Hoxa11,0,0,0,0,0,0,0,0,0,0,0,0
Hoxa11as,0,0,0,0,0,0,0,0,0,0,0,0
Hoxa13,0,0,0,0,0,0,0,0,0,0,0,0
Hoxa2,0,0,0,0,0,0,0,0,0,0,0,0
Hoxa3,0,0,0,0,0,0,0,0,0,0,0,0
Hoxa4,0,0,0,0,0,0,0,0,0,0,0,0
Hoxa5,0,0,0,0,0,0,4,0,0,0,0,0
Hoxa6,0,0,0,0,0,0,0,0,0,0,0,0
Hoxa7,0,0,0,0,0,0,0,0,0,0,0,0
Hoxa9,0,0,0,0,0,0,0,0,0,0,0,0
Hoxb1,0,0,0,0,0,0,0,0,0,0,0,0
Hoxb13,0,0,0,0,0,0,0,0,0,0,0,0
Hoxb2,0,0,0,0,0,0,0,26,0,0,0,0
Hoxb3,0,0,0,0,0,0,0,0,0,0,0,0
Hoxb4,1,0,0,0,0,0,0,0,0,0,0,0
Hoxb5,0,0,0,0,0,0,0,0,0,0,0,0
Hoxb6,0,0,0,0,0,0,0,0,0,0,0,0
Hoxb7,0,0,0,0,0,0,0,0,0,0,0,0
Hoxb8,2,0,0,0,0,0,0,0,0,0,0,0
Hoxb9,2,0,2,1,0,4,2,0,2,0,4,0
Hoxc10,0,0,0,0,14,0,0,0,0,0,0,0
Hoxc11,0,0,0,0,0,0,0,0,0,0,0,0
Hoxc12,0,0,0,0,0,0,0,0,0,0,0,0
Hoxc13,0,0,0,0,0,0,0,0,0,0,0,0
Hoxc4,0,0,0,0,0,0,0,0,0,0,0,0
Hoxc5,0,0,0,0,0,0,0,0,0,0,0,0
Hoxc6,0,0,0,0,0,0,0,0,0,0,1,0
Hoxc8,2,3,5,1,0,4,1,13,3,3,3,4
Hoxc9,0,0,0,0,0,0,0,0,0,0,0,0
Hoxd1,0,0,0,0,0,0,0,0,0,0,0,0
Hoxd10,0,0,0,0,0,0,0,0,0,0,0,1
Hoxd11,2,1,4,0,0,1,1,2,1,2,2,0
Hoxd12,0,0,0,0,0,0,0,0,0,0,0,0
Hoxd13,0,0,0,0,0,0,0,0,0,0,0,0
Hoxd3,0,0,0,0,0,0,0,0,0,0,0,0
Hoxd4,0,0,0,0,0,0,0,0,0,0,0,0
Hoxd8,0,0,0,0,0,0,0,0,0,0,0,0
Hoxd9,0,0,0,0,0,0,0,0,0,0,0,0
Hp,0,0,0,0,0,0,0,0,0,0,0,0
Hp1bp3,365,1522,1740,1091,3161,1945,526,1575,951,2084,1625,2594
Hpca,724,3732,5371,11994,8212,7327,523,5660,4524,33658,13759,1916
Hpcal1,196,1595,1152,160,546,410,1,470,736,1742,1340,796
Hpcal4,579,97,1213,4825,7863,3356,371,2393,4284,4083,1803,4427
Hpd,0,0,0,0,0,0,0,0,0,0,0,0
Hpdl,2,0,0,0,0,1,0,7,153,1,0,0
Hpgd,0,0,0,0,0,0,0,0,0,289,0,0
Hpgds,58,149,97,129,18,115,15,74,56,54,23,24
Hpn,1,0,0,0,0,0,0,0,0,0,0,83
Hprt,101,1290,579,864,1166,1020,225,2,808,3298,1606,1849
Hps1,13,244,54,0,232,16,4,1505,128,0,0,776
Hps3,62,48,331,32,161,95,28,563,67,224,49,428
Hps4,26,0,375,0,253,160,26,52,86,506,0,289
Hps5,1,353,0,4,336,7,6,101,0,176,267,412
Hps6,0,0,0,0,0,0,233,0,31,0,0,0
Hpse,0,0,0,0,0,0,0,0,0,0,0,0
Hpse2,0,0,0,0,0,0,0,0,0,0,0,0
Hpx,0,0,0,0,0,0,0,0,0,0,0,0
Hr,0,0,0,0,55,0,169,0,0,0,0,0
Hras1,153,355,189,1640,208,111,368,76,329,679,1878,330
Hrasls,0,0,0,0,1,0,0,1,0,165,0,807
Hrasls5,0,0,0,0,0,0,0,0,0,0,0,0
Hrc,4,0,0,0,0,0,0,0,1,0,0,0
Hrct1,0,0,0,0,0,0,0,0,0,0,0,0
Hrg,0,0,0,0,0,0,0,0,0,0,0,0
Hrh1,0,0,0,0,0,0,0,0,0,0,0,0
Hrh2,0,0,0,0,0,0,0,0,0,0,0,0
Hrh3,11,0,147,0,0,20,1,0,0,0,0,574
Hrh4,0,0,0,0,0,0,0,0,0,0,0,0
Hrk,171,121,487,250,388,1038,157,754,1010,1028,815,177
Hrnr,0,0,0,0,0,0,0,0,0,0,0,0
Hrsp12,208,1482,90,0,164,297,0,346,408,681,264,222
Hs1bp3,228,0,217,15,225,206,0,74,326,349,1,680
Hs2st1,102,1643,332,84,360,618,110,41,148,590,0,380
Hs3st1,0,0,0,4,147,14,0,1,113,0,712,282
Hs3st2,0,0,0,0,0,0,0,0,0,0,0,0
Hs3st3a1,0,0,0,0,0,0,0,0,0,0,0,0
Hs3st3b1,0,0,0,0,0,0,0,0,0,0,0,0
Hs3st4,6,456,3,10,2,99,4,2,58,471,68,2
Hs3st5,0,1,0,0,0,0,0,0,0,0,0,1
Hs3st6,0,0,0,0,0,0,0,0,0,0,0,0
Hs6st1,4,0,97,0,22,78,210,3,184,82,153,332
Hs6st2,0,169,85,1,0,0,1,0,1,122,0,0
Hs6st3,0,0,34,0,0,0,0,0,0,0,0,80
Hsbp1,335,2390,1884,3989,4652,3471,270,3358,3517,12111,7376,3623
Hsbp1l1,49,0,0,5,35,13,2,1,20,2,1,27
Hscb,0,0,36,0,68,59,0,22,78,157,0,73
Hsd11b1,5,970,79,1,0,1,0,0,0,741,25,0
Hsd11b2,0,0,0,0,0,0,0,0,0,0,0,0
Hsd17b1,0,0,0,0,0,0,0,0,0,0,0,0
Hsd17b10,0,393,88,594,94,419,0,94,543,2182,728,83
Hsd17b11,3,0,0,0,16,19,0,0,0,43,3,0
Hsd17b12,82,61,235,0,292,116,11,525,342,75,361,1208
Hsd17b13,2,0,4,9,1,2,0,17,24,6,3,3
Hsd17b14,0,0,0,0,0,0,0,0,0,0,0,0
Hsd17b2,0,0,0,0,0,0,0,0,0,0,0,0
Hsd17b3,0,0,0,0,0,0,0,0,0,0,0,0
Hsd17b4,9,242,89,532,166,37,1,12,509,670,0,900
Hsd17b6,0,0,0,0,0,0,0,0,0,0,0,0
Hsd17b7,68,2,99,1247,305,513,14,7,0,202,1,267
Hsd3b1,0,0,0,0,0,0,0,0,0,0,0,0
Hsd3b2,0,0,0,0,0,0,0,0,10,0,0,0
Hsd3b3,0,0,0,0,24,0,0,0,27,13,0,0
Hsd3b4,0,0,3,0,0,0,0,0,0,0,0,28
Hsd3b5,0,0,0,0,0,0,0,0,0,0,0,0
Hsd3b6,22,0,0,50,2,0,0,0,0,3,3,1
Hsd3b7,0,0,0,0,211,7,0,37,270,30,648,6
Hsdl1,4,5,832,3,1963,718,0,2117,583,403,0,46
Hsdl2,0,0,96,0,358,287,0,25,99,630,11,85
Hsf1,0,2,473,454,1361,436,19,294,384,884,393,1053
Hsf2,107,444,212,358,199,355,193,229,265,409,428,71
Hsf2bp,4,4,10,8,7,12,15,12,5,3,3,8
Hsf3,0,0,0,0,0,0,0,0,0,0,0,0
Hsf4,0,0,0,0,21,12,0,162,14,0,0,36
Hsf5,1,0,0,0,32,21,0,0,0,0,0,0
Hsfy2,0,0,0,0,0,0,0,0,0,0,0,0
Hsh2d,0,0,0,0,0,0,0,0,0,0,0,0
Hsp90aa1,2503,7901,5888,15894,11567,8879,801,5024,8146,24603,10041,17554
Hsp90ab1,4059,20843,12606,19137,20712,16933,3122,13360,14671,45319,30428,23427
Hsp90b1,1229,1139,2303,1965,3874,3657,728,4076,2403,8499,1234,4229
Hspa12a,530,1027,1831,156,4396,2855,317,1315,1974,4077,2551,3634
Hspa12b,0,0,9,0,0,0,0,0,0,0,0,0
Hspa13,92,0,142,20,455,132,0,353,139,691,0,398
Hspa14,67,125,245,69,441,215,5,0,747,733,271,442
Hspa1a,0,91,0,0,37,148,0,48,32,53,0,0
Hspa1b,0,0,0,153,1,0,0,0,1,0,50,0
Hspa1l,30,0,36,0,12,30,23,5,0,374,0,383
Hspa2,494,338,518,577,1708,509,178,659,462,3885,962,2248
Hspa4,574,115,573,498,1826,731,89,1021,239,690,92,1014
Hspa4l,105,155,919,91,962,1010,286,195,202,406,19,1178
Hspa5,391,1711,1210,1868,4513,2014,314,1283,964,4708,1708,3580
Hspa8,1059,15772,14208,22042,25913,18553,1382,7970,11860,39096,15616,31109
Hspa9,340,1441,1261,1878,2333,1630,340,923,945,3657,2640,2799
Hspb1,0,0,0,0,0,0,0,0,0,0,0,0
Hspb11,7,0,159,631,349,143,1,77,150,73,177,23
Hspb2,0,0,0,0,0,0,0,0,0,0,0,0
Hspb3,0,0,0,0,0,0,0,0,0,0,0,0
Hspb6,0,1,129,0,0,48,0,0,110,328,0,11
Hspb7,14,14,30,13,4,12,9,25,5,6,16,32
Hspb8,0,0,165,0,0,0,1,0,0,0,610,0
Hspb9,0,0,0,0,0,0,0,0,0,0,0,104
Hspbap1,1,0,0,0,10,1,6,1,8,99,15,81
Hspbp1,0,229,545,877,698,511,25,30,990,2962,2805,2422
Hspd1,137,1020,1097,1412,3352,2122,437,353,959,3369,1259,2994
Hspe1,123,15,206,701,502,418,331,632,283,1480,1493,934
Hspg2,0,0,0,0,0,0,0,0,0,0,0,0
Hsph1,212,807,1340,4170,2881,5725,49,1214,1143,6072,1733,4076
Htatip2,0,0,6,0,0,0,0,147,0,300,0,14
Htatsf1,968,1971,924,878,1495,1439,55,1393,520,2344,1441,2082
Htr1a,162,9,409,54,927,1,60,231,155,541,1044,1761
Htr1b,0,0,0,0,0,0,0,0,0,0,0,0
Htr1d,0,0,0,0,0,0,0,0,0,0,0,0
Htr1f,0,0,0,0,0,0,0,0,0,0,0,176
Htr2a,0,0,0,0,0,0,0,0,0,0,0,0
Htr2b,0,0,0,0,2,0,0,0,2,85,0,47
Htr2c,0,0,2,0,0,0,0,0,0,0,0,0
Htr3a,0,0,0,0,0,0,0,0,0,0,0,0
Htr3b,2,3,7,7,2,3,6,12,17,4,1,18
Htr4,239,228,384,288,283,1015,544,85,479,596,20,1159
Htr5a,1,0,0,2,1,0,0,0,0,0,0,0
Htr5b,0,119,0,0,0,0,0,0,0,0,0,0
Htr6,31,0,0,0,5,15,0,0,0,45,0,0
Htr7,0,0,0,2,0,0,0,0,0,0,0,28
Htra1,0,1703,20,620,0,236,9,1,393,1245,0,194
Htra2,3,0,518,303,393,269,1,261,168,157,0,279
Htra3,0,0,0,0,0,0,0,0,0,0,0,0
Htra4,0,0,11,1587,653,274,1,0,253,326,83,57
Htt,440,184,286,311,747,224,87,2229,83,253,365,1952
Hunk,2,610,0,0,0,31,6,49,0,0,1,0
Hus1,15,2,0,0,162,295,20,0,272,0,153,56
Hus1b,0,0,2,0,0,0,0,0,0,73,0,0
Huwe1,255,5242,2394,3911,2110,1840,791,1913,2059,1209,926,1668
Hvcn1,0,0,0,0,0,0,0,0,0,50,0,0
Hyal1,92,24,21,28,7,105,15,43,43,6,3,14
Hyal2,0,0,0,0,248,0,20,0,220,626,0,64
