,GSM3690885_NS_NG18_htseq,GSM3690888_NS_NG21_htseq,GSM3690886_NS_NG19_htseq,GSM3690887_NS_NG20_htseq
Mest,0,2,467,0
Met,0,0,0,0
Metap1,0,531,668,445
Metap1d,935,331,47,0
Metap2,802,967,1302,3514
Metrn,74,59,0,102
Metrnl,0,0,0,2
Mettl1,0,143,81,22
Mettl10,0,197,261,196
Mettl11b,0,0,0,0
Mettl13,0,0,47,0
Mettl14,0,45,348,0
Mettl15,0,299,0,0
Mettl16,2,778,0,1
Mettl17,0,88,770,365
Mettl18,40,283,52,0
Mettl2,31,90,1,3
Mettl20,0,287,1,0
Mettl21a,0,308,1,0
Mettl21c,0,0,0,0
Mettl21d,0,8,37,607
Mettl21e,9,1,2,0
Mettl22,0,603,0,225
Mettl23,53,691,132,940
Mettl24,0,0,0,0
Mettl25,0,0,0,0
Mettl3,0,654,0,0
Mettl4,0,0,1,0
Mettl5,0,0,0,0
Mettl6,237,117,22,559
Mettl7a1,134,0,0,48
Mettl7a2,0,0,0,0
Mettl7a3,0,0,0,0
Mettl7b,0,0,0,0
Mettl8,0,9,0,0
Mettl9,1191,507,866,582
Mex3a,0,70,0,71
Mex3b,0,22,8,0
Mex3c,0,473,0,1081
Mex3d,0,2,0,55
Mfap1a,220,367,348,687
Mfap1b,0,77,0,0
Mfap2,0,163,0,1131
Mfap3,793,984,0,644
Mfap3l,0,10,57,0
Mfap4,0,433,0,3
Mfap5,0,0,0,0
Mff,1119,2882,354,1817
Mfge8,86,0,288,2915
Mfhas1,400,0,1439,357
Mfi2,0,0,0,0
Mfn1,467,664,0,534
Mfn2,89,2736,1030,323
Mfng,0,0,0,0
Mfrp,0,0,0,0
Mfsd1,0,294,207,919
Mfsd10,0,0,32,0
Mfsd11,14,446,90,360
Mfsd12,0,0,0,0
Mfsd2a,10,0,54,1
Mfsd2b,0,3,0,139
Mfsd3,0,127,0,0
Mfsd4,19,251,266,46
Mfsd5,375,126,382,526
Mfsd6,296,4,60,0
Mfsd6l,0,0,0,0
Mfsd7a,0,0,0,0
Mfsd7b,0,0,0,36
Mfsd7c,0,0,0,0
Mfsd8,0,504,430,0
Mfsd9,0,0,0,0
Mga,158,38,1392,451
Mgam,0,0,0,0
Mgarp,0,0,0,0
Mgat1,0,0,120,165
Mgat2,0,660,108,314
Mgat3,35,340,15,734
Mgat4a,3,282,0,369
Mgat4b,0,0,3,0
Mgat4c,2,17,0,0
Mgat5,1,0,0,0
Mgat5b,0,70,430,9
Mgea5,100,438,317,2302
Mgl2,0,2,0,0
Mgll,15,871,106,3068
Mgme1,0,0,0,12
Mgmt,0,0,0,0
Mgp,311,0,133,4
Mgrn1,4,1294,335,2048
Mgst1,264,0,0,83
Mgst2,0,0,0,0
Mgst3,641,97,324,860
Mia,0,0,0,0
Mia2,0,0,0,0
Mia3,297,843,343,179
Miat,1478,667,560,185
Mib1,0,26,0,0
Mib2,1855,267,218,103
Mical1,0,22,0,0
Mical2,1873,1556,334,182
Mical3,0,165,59,10
Micalcl,0,0,0,0
Micall1,5,109,25,317
Micall2,0,0,0,0
Micu1,1,799,56,2
Mid1,1,123,31,0
Mid1ip1,0,927,236,782
Mid2,0,391,100,4
Midn,10,0,5,126
Mien1,16,695,0,1729
Mier1,0,520,36,4
Mier2,1,0,1,0
Mier3,4,38,72,0
Mif,2535,2851,2008,3174
Mif4gd,0,0,0,551
Miip,0,0,0,0
Mill1,4,0,4,0
Mill2,3,0,0,0
Milr1,5,4,0,6
Mina,0,477,18,0
Mink1,1762,182,152,706
Minos1,3262,1127,1738,3068
Minpp1,0,707,367,0
Mios,0,569,0,0
Miox,0,0,0,0
Mip,0,0,0,0
Mipep,0,0,3,1234
Mipol1,0,0,0,74
Mir100,0,0,0,0
Mir101a,0,0,0,0
Mir101b,0,0,0,0
Mir101c,0,0,0,0
Mir103-1,0,0,0,0
Mir103-2,0,0,0,0
Mir105,0,0,0,0
Mir106a,0,0,0,0
Mir106b,0,0,0,0
Mir107,0,0,0,0
Mir10a,0,0,0,0
Mir10b,0,0,0,0
Mir1186,1,0,0,0
Mir1186b,0,0,0,0
Mir1187,0,0,0,0
Mir1188,0,0,0,0
Mir1190,0,0,0,0
Mir1191,0,0,0,0
Mir1192,0,0,0,0
Mir1193,0,0,0,0
Mir1195,0,0,0,0
Mir1196,0,0,0,0
Mir1197,0,0,0,0
Mir1198,0,0,0,0
Mir1199,0,0,0,0
Mir1224,0,0,0,0
Mir122a,0,0,0,0
Mir1247,0,0,0,0
Mir1249,0,0,0,0
Mir124a-1,0,0,0,0
Mir124a-2,0,0,0,0
Mir124a-3,0,0,0,0
Mir1251,0,0,0,0
Mir125a,0,0,0,0
Mir125b-1,0,0,0,0
Mir125b-2,0,0,0,0
Mir126,0,0,0,0
Mir1264,0,0,0,0
Mir127,0,0,0,0
Mir128-1,0,0,0,0
Mir128-2,0,0,0,0
Mir129-1,0,0,0,0
Mir129-2,0,0,0,0
Mir1298,0,0,0,0
Mir1306,0,0,0,0
Mir130a,0,0,0,0
Mir130b,0,0,0,0
Mir132,0,0,0,0
Mir133a-1,0,0,0,0
Mir133a-2,0,0,0,0
Mir133b,0,0,0,0
Mir134,0,0,0,0
Mir135a-1,0,0,0,0
Mir135a-2,0,0,0,0
Mir135b,0,0,0,0
Mir136,0,0,0,0
Mir137,0,0,0,0
Mir138-1,0,0,0,0
Mir138-2,0,0,0,0
Mir139,0,0,0,0
Mir140,0,0,0,0
Mir141,0,0,0,0
Mir142,0,0,0,0
Mir143,0,0,0,0
Mir143hg,0,0,0,0
Mir144,0,0,0,0
Mir145,0,0,0,0
Mir146,0,0,0,0
Mir146b,0,0,0,0
Mir147,0,0,0,0
Mir148a,0,0,0,0
Mir148b,0,0,0,0
Mir149,0,0,0,0
Mir150,0,0,0,0
Mir152,0,0,0,0
Mir153,0,0,0,0
Mir154,0,0,0,0
Mir155,0,0,0,0
Mir15a,0,0,0,0
Mir15b,0,0,0,0
Mir16-1,0,0,0,0
Mir16-2,0,0,0,0
Mir17,0,0,0,0
Mir17hg,0,0,0,0
Mir18,0,0,0,0
Mir181a-1,0,0,0,0
Mir181a-2,0,0,0,0
Mir181b-1,0,0,0,0
Mir181b-2,0,0,0,0
Mir181c,0,0,0,0
Mir181d,0,0,0,0
Mir182,0,0,0,0
Mir183,0,0,0,0
Mir1839,0,0,0,0
Mir184,0,0,0,0
Mir1843,0,0,0,0
Mir1843b,0,0,0,0
Mir185,0,0,0,0
Mir186,0,12,0,0
Mir187,0,0,0,0
Mir188,0,0,0,0
Mir1892,0,0,0,0
Mir1893,0,0,0,0
Mir1894,0,0,0,0
Mir1895,0,0,0,0
Mir1896,0,0,0,0
Mir1897,0,0,0,0
Mir1898,0,0,0,0
Mir1899,0,0,0,0
Mir18b,0,0,0,0
Mir190,0,0,0,0
Mir1900,0,0,0,0
Mir1901,0,0,0,0
Mir1902,0,0,0,0
Mir1903,0,0,0,0
Mir1904,0,0,0,0
Mir1905,0,0,0,0
Mir1906-1,0,0,0,0
Mir1906-2,0,0,0,0
Mir1907,0,0,0,0
Mir190b,0,0,0,0
Mir191,0,6,0,0
Mir1912,0,0,0,0
Mir192,0,0,0,0
Mir1928,0,0,0,0
Mir1929,0,0,0,0
Mir193,0,0,0,0
Mir1930,0,0,0,0
Mir1931,0,0,0,0
Mir1932,0,0,0,0
Mir1933,0,0,0,0
Mir1934,0,0,0,0
Mir1935,0,0,0,0
Mir1936,0,0,0,0
Mir1938,0,0,0,0
Mir193b,0,0,0,0
Mir194-1,0,0,0,0
Mir194-2,0,0,0,0
Mir1940,0,0,0,0
Mir1941,0,0,0,0
Mir1942,0,0,0,0
Mir1943,0,0,0,0
Mir1945,0,0,0,0
Mir1946a,0,0,0,0
Mir1946b,0,0,0,0
Mir1947,0,0,0,0
Mir1948,0,0,0,0
Mir1949,0,0,0,0
Mir195,0,0,0,0
Mir1950,0,0,0,0
Mir1951,0,0,0,0
Mir1952,0,0,0,0
Mir1953,0,0,0,0
Mir1954,2,0,2,0
Mir1955,0,0,0,0
Mir1956,0,0,0,0
Mir1957,0,0,0,0
Mir1958,0,0,0,0
Mir1960,0,0,0,0
Mir1961,0,0,0,0
Mir1962,0,0,0,0
Mir1963,0,0,0,0
Mir1964,0,0,0,0
Mir1965,0,0,0,0
Mir1966,0,0,0,0
Mir1967,0,0,0,0
Mir1968,0,0,0,0
Mir1969,0,0,0,0
Mir196a-1,0,0,0,0
Mir196a-2,0,0,0,0
Mir196b,0,0,0,0
Mir1970,0,0,0,0
Mir1971,0,0,0,0
Mir1981,0,0,0,0
Mir1982,0,4,0,0
Mir1983,0,0,0,0
Mir199a-1,0,0,0,0
Mir199a-2,0,0,0,0
Mir199b,0,0,0,0
Mir19a,0,0,0,0
Mir19b-1,0,0,0,0
Mir19b-2,0,0,0,0
Mir1a-1,0,0,0,0
Mir1a-2,0,0,0,0
Mir1b,0,0,0,0
Mir200a,0,0,0,0
Mir200b,0,0,0,0
Mir200c,0,0,0,0
Mir201,0,0,0,0
Mir202,0,0,0,0
Mir203,0,0,0,0
Mir204,0,2,0,0
Mir205,0,0,0,0
Mir206,0,0,0,0
Mir207,0,0,0,0
Mir208a,0,0,0,0
Mir208b,0,0,0,0
Mir20a,0,0,0,0
Mir20b,0,0,0,0
Mir21,0,0,0,0
Mir210,0,0,0,0
Mir211,0,0,0,0
Mir212,0,0,0,0
Mir2136,0,0,0,0
Mir2137,0,0,0,0
Mir214,0,0,0,0
Mir215,0,0,0,0
Mir216a,0,0,0,0
Mir216b,0,0,0,0
Mir217,0,0,0,0
Mir218-1,0,0,28,0
Mir218-2,0,0,0,0
Mir219-1,0,0,0,0
Mir219-2,0,0,0,0
Mir22,0,0,0,0
Mir221,0,0,0,0
Mir222,0,0,0,0
Mir223,0,0,0,0
Mir22hg,18,230,40,163
Mir23a,0,0,0,0
Mir23b,0,0,0,0
Mir24-1,0,0,0,0
Mir24-2,0,0,0,0
Mir25,0,0,0,0
Mir26a-1,0,0,0,0
Mir26a-2,0,0,0,0
Mir26b,0,0,0,0
Mir27a,0,0,0,0
Mir27b,0,0,0,0
Mir28,0,0,0,0
Mir2861,0,0,0,0
Mir28b,0,0,0,0
Mir28c,0,0,0,0
Mir290,0,0,0,0
Mir291a,0,0,0,0
Mir291b,0,0,0,0
Mir292,0,0,0,0
Mir293,0,0,0,0
Mir294,0,0,0,0
Mir295,0,0,0,0
Mir296,0,0,0,0
Mir297-1,0,0,0,0
Mir297-2,0,0,0,0
Mir297a-3,0,0,0,0
Mir297a-4,0,0,0,0
Mir297b,0,0,0,0
Mir297c,0,0,0,0
Mir298,0,0,0,0
Mir299,0,0,0,0
Mir29a,0,0,0,0
Mir29b-1,0,0,0,0
Mir29b-2,0,0,0,0
Mir29c,0,0,0,0
Mir300,0,0,0,0
Mir301,0,0,0,0
Mir301b,0,0,0,0
Mir302a,0,0,0,0
Mir302b,0,0,0,0
Mir302c,0,0,0,0
Mir302d,0,0,0,0
Mir3057,0,0,0,0
Mir3058,0,0,0,0
Mir3059,0,0,0,0
Mir3060,0,0,0,0
Mir3061,0,0,0,0
Mir3062,0,0,0,0
Mir3063,0,0,0,0
Mir3064,0,149,0,0
Mir3065,0,0,0,0
Mir3066,0,0,0,0
Mir3067,0,0,0,0
Mir3068,0,0,0,0
Mir3069,0,0,0,0
Mir3070a,0,0,0,0
Mir3070b,0,16,0,0
Mir3071,0,0,0,0
Mir3072,0,0,0,0
Mir3073,0,0,0,0
Mir3074-1,0,0,0,0
Mir3074-2,0,0,0,0
Mir3075,0,0,0,0
Mir3076,0,0,0,0
Mir3077,0,0,0,0
Mir3078,0,0,0,0
Mir3079,0,0,0,0
Mir3081,0,0,0,0
Mir3082,0,0,0,0
Mir3083,0,0,0,0
Mir3085,0,0,0,0
Mir3086,0,0,0,0
Mir3087,0,0,0,0
Mir3088,0,0,0,0
Mir3089,0,0,0,0
Mir3091,0,7,0,0
Mir3092,0,0,0,0
Mir3093,0,0,0,0
Mir3094,0,0,0,0
Mir3095,0,0,0,0
Mir3096,0,0,0,0
Mir3096b,0,0,0,0
Mir3097,0,0,0,0
Mir3098,0,0,0,0
Mir3099,0,0,0,0
Mir30a,0,0,0,0
Mir30b,0,0,0,0
Mir30c-1,0,0,0,0
Mir30c-2,0,0,0,0
Mir30d,0,0,0,0
Mir30e,0,0,0,0
Mir31,0,0,0,0
Mir3100,0,0,0,0
Mir3101,0,0,0,0
Mir3102,0,0,0,0
Mir3103,0,0,0,0
Mir3104,0,0,0,0
Mir3106,0,0,0,0
Mir3107,0,0,0,0
Mir3108,0,0,0,0
Mir3109,0,0,0,0
Mir3110,0,0,0,0
Mir3112,0,0,0,0
Mir32,0,0,0,0
Mir320,0,0,0,0
Mir322,0,0,0,0
Mir323,0,0,0,0
Mir324,0,0,0,0
Mir325,0,0,0,0
Mir326,0,0,0,0
Mir328,0,0,0,0
Mir329,0,0,0,0
Mir33,0,0,0,0
Mir330,0,0,0,0
Mir331,0,19,0,0
Mir335,0,0,0,0
Mir337,0,0,0,0
Mir338,0,0,0,0
Mir339,0,0,0,0
Mir340,0,0,0,0
Mir341,0,0,0,0
Mir343,0,0,0,0
Mir344,0,0,0,0
Mir344-2,0,0,0,0
Mir344b,0,0,0,0
Mir344c,0,0,0,0
Mir344d-1,0,0,0,0
Mir344d-2,0,0,0,0
Mir344d-3,0,0,0,0
Mir344e,0,0,0,0
Mir344f,0,0,0,0
Mir344g,0,0,0,0
Mir345,0,0,0,0
Mir346,0,0,0,0
Mir3470a,0,9,0,0
Mir3470b,0,0,0,0
Mir3471-1,0,0,0,0
Mir3473,0,0,0,0
Mir3473c,0,0,0,0
Mir3473d,0,0,0,0
Mir3474,0,0,0,0
Mir3475,0,0,0,0
Mir34a,0,0,0,0
Mir34b,0,0,0,0
Mir34c,0,0,0,0
Mir350,0,0,0,0
Mir351,0,0,0,0
Mir3572,0,0,0,0
Mir362,0,0,0,0
Mir363,0,0,0,0
Mir365-1,0,0,0,0
Mir365-2,0,0,0,0
Mir367,0,0,0,0
Mir369,0,0,0,0
Mir370,0,25,0,0
Mir374,0,11,0,0
Mir374c,0,0,0,0
Mir375,0,0,0,0
Mir376a,0,0,0,0
Mir376b,0,0,0,0
Mir376c,0,0,0,0
Mir377,0,0,0,0
Mir378,0,0,0,0
Mir378b,0,0,0,0
Mir379,0,0,0,0
Mir380,0,0,0,0
Mir381,0,0,0,0
Mir382,0,0,0,0
Mir383,0,0,0,0
Mir384,0,0,9,0
Mir3960,0,0,0,0
Mir3962,0,0,0,0
Mir3963,0,0,0,0
Mir3964,0,0,0,0
Mir3965,0,0,0,0
Mir3966,0,0,0,0
Mir3967,0,0,0,0
Mir3968,0,0,0,0
Mir3969,0,0,0,0
Mir3970,0,0,0,0
Mir3971,0,0,0,0
Mir409,0,0,0,0
Mir410,0,0,0,0
Mir411,0,0,0,0
Mir412,0,0,0,0
Mir421,0,0,0,0
Mir423,0,0,0,0
Mir425,0,32,0,0
Mir429,0,0,0,0
Mir431,0,0,0,0
Mir432,0,0,0,0
Mir433,0,0,0,0
Mir434,0,0,0,0
Mir448,0,0,0,0
Mir449a,0,0,0,0
Mir449b,0,0,0,0
Mir449c,0,0,0,0
Mir450-1,0,0,0,0
Mir450-2,0,0,0,0
Mir450b,0,0,0,0
Mir451,0,0,0,0
Mir452,0,0,0,0
Mir453,0,0,0,0
Mir455,0,0,0,0
Mir463,0,0,0,0
Mir465,0,0,0,0
Mir465b-1,0,0,0,0
Mir465b-2,0,0,0,0
Mir465c-1,0,0,0,0
Mir465c-2,0,0,0,0
Mir466,0,0,0,0
Mir4660,0,0,0,0
Mir466b-2,0,0,0,0
Mir466b-3,0,0,0,0
Mir466d,0,0,0,0
Mir466f-1,0,0,0,0
Mir466f-2,0,0,0,0
Mir466f-3,0,0,0,0
Mir466g,0,0,0,0
Mir466h,0,0,0,0
Mir466i,0,22,0,0
Mir466n,0,0,0,0
Mir467a-1,0,0,0,0
Mir467a-10,0,0,0,0
Mir467a-2,0,0,0,0
Mir467a-3,0,0,0,0
Mir467a-4,0,0,0,0
Mir467a-5,0,0,0,0
Mir467a-6,0,0,0,0
Mir467a-7,0,0,0,0
Mir467a-8,0,0,0,0
Mir467a-9,0,0,0,0
Mir467b,0,0,0,0
Mir467c,0,0,0,0
Mir467d,0,0,0,0
Mir467e,0,0,0,0
Mir467f,0,0,0,0
Mir468,0,0,0,0
Mir470,0,0,0,0
Mir471,0,0,0,0
Mir483,0,0,0,0
Mir484,0,0,0,0
Mir485,0,0,0,0
Mir486,0,0,0,0
Mir487b,0,0,0,0
Mir488,0,0,0,0
Mir489,0,0,0,0
Mir490,0,0,0,0
Mir491,0,0,0,0
Mir493,0,0,0,0
Mir494,0,0,0,0
Mir495,0,0,0,0
Mir496,0,0,0,0
Mir497,0,0,0,0
Mir499,0,0,0,0
Mir500,0,0,0,0
Mir501,0,0,0,0
Mir503,0,0,0,0
Mir504,0,0,0,0
Mir5046,0,0,0,0
Mir505,0,0,0,0
Mir509,0,0,0,0
Mir5097,0,0,0,0
Mir5098,0,0,0,0
Mir5100,0,0,0,0
Mir5101,0,0,0,0
Mir5103,0,0,0,0
Mir5104,0,0,0,0
Mir5106,0,0,0,0
Mir5107,0,0,0,0
Mir5108,0,0,0,0
Mir5109,4857,1503,7016,1128
Mir511,0,0,0,0
Mir5112,0,0,0,0
Mir5113,0,0,0,0
Mir5114,0,0,0,0
Mir5115,0,0,0,0
Mir5116,0,0,0,0
Mir5117,0,0,0,0
Mir5119,0,0,0,0
Mir5120,0,0,0,0
Mir5121,0,0,0,0
Mir5122,0,0,0,0
Mir5123,0,0,0,0
Mir5124,0,0,0,0
Mir5125,0,0,0,0
Mir5126,0,0,0,0
Mir5127,0,0,0,0
Mir5128,0,0,0,0
Mir5129,0,0,0,0
Mir5130,0,0,0,0
Mir5131,0,0,0,0
Mir5132,0,0,0,0
Mir5133,0,1,0,0
Mir5134,0,0,0,0
Mir5135,0,0,0,0
Mir5136,0,0,1,0
Mir532,0,0,0,0
Mir539,0,0,0,0
Mir540,0,0,0,0
Mir541,0,0,0,0
Mir542,0,0,0,0
Mir543,0,0,0,0
Mir544,0,0,0,0
Mir546,0,0,0,0
Mir547,0,0,0,0
Mir551b,0,0,0,0
Mir568,0,10,0,147
Mir574,0,0,0,0
Mir582,0,0,0,0
Mir592,0,0,0,0
Mir598,0,0,0,0
Mir599,0,0,0,0
Mir615,0,0,0,0
Mir653,0,0,0,0
Mir654,0,0,0,0
Mir664,0,0,0,0
Mir665,0,0,0,0
Mir666,0,0,0,0
Mir667,0,0,0,0
Mir668,0,0,0,0
Mir669a-1,0,0,0,0
Mir669a-10,0,0,0,0
Mir669a-11,0,0,0,0
Mir669a-12,0,0,0,0
Mir669a-2,0,0,0,0
Mir669a-3,0,0,0,0
Mir669a-4,0,0,0,0
Mir669a-5,0,0,0,0
Mir669a-6,0,0,0,0
Mir669a-7,0,0,0,0
Mir669a-8,0,0,0,0
Mir669a-9,0,0,0,0
Mir669b,0,0,0,0
Mir669c,0,0,0,0
Mir669e,0,0,0,0
Mir669g,0,0,0,0
Mir669h,0,0,0,0
Mir669i,0,0,0,0
Mir669j,0,0,0,0
Mir669k,0,0,0,0
Mir669m-1,0,0,0,0
Mir669m-2,0,0,0,0
Mir669p-1,0,0,0,0
Mir669p-2,0,0,0,0
Mir670,0,11,0,0
Mir671,0,0,0,0
Mir672,0,0,0,0
Mir673,0,0,0,0
Mir674,0,0,0,0
Mir675,0,0,0,0
Mir676,0,0,0,0
Mir677,0,0,0,0
Mir678,0,0,0,0
Mir679,0,0,0,0
Mir680-2,0,3,0,0
Mir680-3,0,0,0,0
Mir681,0,0,0,0
Mir682,0,0,0,0
Mir683-1,0,0,0,0
Mir683-2,0,0,0,0
Mir684-1,0,2,1,12
Mir684-2,0,0,1,2
Mir686,0,0,0,0
Mir687,0,0,0,0
Mir688,0,0,0,0
Mir690,0,0,0,0
Mir691,0,0,0,0
Mir692-1,0,0,0,0
Mir693,0,0,0,0
Mir694,0,0,0,0
Mir695,0,0,0,0
Mir697,0,0,0,0
Mir698,0,0,0,0
Mir7-1,0,2,0,0
Mir7-2,0,0,0,0
Mir700,0,0,0,0
Mir701,0,0,0,0
Mir702,0,0,0,0
Mir703,29,42,43,55
Mir704,0,0,0,0
Mir705,0,0,0,0
Mir706,0,0,0,0
Mir707,0,0,0,0
Mir708,0,0,0,0
Mir709,0,0,0,0
Mir710,0,0,0,0
Mir711,0,0,0,0
Mir713,0,0,0,0
Mir717,0,0,0,0
Mir718,0,0,0,0
Mir719,0,0,0,0
Mir721,0,0,0,0
Mir741,0,0,0,0
Mir742,0,0,0,0
Mir743,0,0,0,0
Mir743b,0,0,0,0
Mir744,0,0,0,0
Mir758,0,0,0,0
Mir759,0,0,0,0
Mir760,0,0,0,0
Mir761,0,1,0,0
Mir762,0,0,0,0
Mir764,0,0,0,0
Mir767,0,0,0,0
Mir770,0,0,0,0
Mir7b,0,0,0,0
Mir802,0,0,0,0
Mir804,0,0,0,0
Mir871,0,0,0,0
Mir872,0,0,0,0
Mir873,0,0,0,0
Mir874,0,0,0,0
Mir875,0,0,0,0
Mir876,0,0,0,0
Mir877,0,0,0,0
Mir878,0,0,0,0
Mir879,0,0,0,0
Mir880,0,0,0,0
Mir881,0,0,0,0
Mir882,0,0,0,0
Mir883a,0,0,0,0
Mir883b,0,0,0,0
Mir9-1,0,0,0,0
Mir9-2,0,15,0,3
Mir9-3,0,0,0,0
Mir92-1,0,0,0,0
Mir92-2,0,0,0,0
Mir92b,0,0,0,0
Mir93,0,0,0,0
Mir96,0,0,0,0
Mir98,0,0,0,0
Mir99a,0,0,0,0
Mir99b,0,0,0,0
Mira,0,0,0,0
Mirg,0,0,0,0
Mirlet7a-1,0,0,0,0
Mirlet7a-2,0,0,0,0
Mirlet7b,0,0,0,1
Mirlet7c-1,0,0,0,0
Mirlet7c-2,0,0,0,0
Mirlet7d,0,0,0,0
Mirlet7e,0,0,0,0
Mirlet7f-1,0,0,0,0
Mirlet7f-2,0,0,0,0
Mirlet7g,0,0,0,0
Mirlet7i,0,0,0,0
Mis12,0,1309,0,227
Mis18a,0,182,440,0
Mis18bp1,0,82,0,0
Mitd1,0,1,115,0
Mitf,0,0,0,0
Mixl1,0,0,0,0
Mki67,0,0,0,0
Mki67ip,419,687,55,1464
Mkks,681,984,580,1253
Mkl1,411,228,477,328
Mkl2,1128,4086,129,2736
Mkln1,277,636,134,103
Mknk1,28,135,0,0
Mknk2,0,65,0,0
Mkrn1,8,1628,68,386
Mkrn2,0,682,181,0
Mkrn3,0,0,0,0
Mks1,0,0,0,0
Mkx,0,65,0,0
Mlana,0,0,0,0
Mlc1,1668,1217,29,1088
Mlec,86,470,52,210
Mlf1,0,0,0,0
Mlf1ip,0,0,0,0
Mlf2,4093,4937,1384,6686
Mlh1,0,156,0,134
Mlh3,0,547,0,43
Mlip,0,100,0,1138
Mlkl,0,0,0,0
Mll1,222,843,239,473
Mll2,301,1099,970,365
Mll3,379,1410,304,1772
Mll5,59,776,2310,905
Mllt1,792,0,686,0
Mllt10,16,486,21,0
Mllt11,4554,2849,773,6421
Mllt3,0,262,64,30
Mllt4,21,1012,434,140
Mllt6,1,26,5,0
Mlph,36,24,24,0
Mlst8,0,0,19,73
Mlx,3,217,568,656
Mlxip,1242,176,10,417
Mlxipl,0,0,0,0
Mlycd,56,248,205,0
Mmaa,0,280,0,147
Mmab,1,0,0,2
Mmachc,32,405,35,19
Mmadhc,0,472,82,33
Mmd,3262,2507,971,2895
Mmd2,1079,3669,219,3182
Mme,0,8,19,0
Mmel1,0,1,0,0
Mmgt1,774,1017,458,0
Mmgt2,0,234,0,0
Mmp10,0,0,0,0
Mmp11,0,0,0,0
Mmp12,0,0,0,0
Mmp13,0,0,0,0
Mmp14,165,1,2,1
Mmp15,0,0,0,2
Mmp16,1598,1094,326,690
Mmp17,14,176,200,582
Mmp19,0,0,0,0
Mmp1a,0,0,0,0
Mmp1b,0,0,0,0
Mmp2,0,0,0,0
Mmp20,0,0,0,0
Mmp21,0,0,0,0
Mmp23,0,0,0,0
Mmp24,0,0,1,137
Mmp25,2,2,3,0
Mmp27,0,0,0,0
Mmp28,0,0,0,0
Mmp3,0,0,0,0
Mmp7,0,0,0,0
Mmp8,0,0,0,0
Mmp9,0,0,0,0
Mmrn1,0,0,0,0
Mmrn2,0,0,0,0
Mms19,110,685,9,212
Mms22l,496,0,0,0
Mn1,0,379,0,298
Mnat1,17,124,56,1243
Mnd1,1,0,0,0
Mnda,0,0,0,0
Mndal,0,0,0,0
Mnf1,2528,840,43,1730
Mns1,0,0,0,0
Mnt,0,362,24,0
Mnx1,0,0,0,0
Moap1,0,3,0,0
Mob1a,0,195,5,0
Mob1b,0,0,88,0
Mob2,1393,505,0,417
Mob3a,1,0,1,0
Mob3b,12,6,6,1
Mob3c,2,4,6,1
Mob4,151,441,1155,2402
Mobp,267,3849,207,1
Mocos,0,0,0,0
Mocs1,1,1,0,1
Mocs2,10,1301,190,2637
Mocs3,376,1,0,0
Mog,589,0,12,115
Mogat1,0,0,0,0
Mogat2,0,0,0,0
Mogs,0,0,0,0
Mon1a,0,217,7,3
Mon1b,0,74,0,0
Mon2,1248,65,22,236
Morc1,0,0,0,0
Morc2a,0,0,9,245
Morc2b,0,0,0,0
Morc3,0,0,4,0
Morc4,0,1,26,0
Morf4l1,4500,2585,1709,4603
Morf4l2,4945,4591,2700,6368
Morn1,0,12,0,0
Morn2,0,98,9,1046
Morn3,0,0,0,0
Morn4,0,779,38,81
Morn5,0,0,0,0
Mos,0,0,0,0
Mospd1,0,573,0,0
Mospd2,0,0,5,124
Mospd3,1056,217,0,224
Mospd4,0,0,0,0
Mov10,67,0,0,0
Mov10l1,0,0,0,0
Moxd1,0,0,0,0
Moxd2,0,0,0,0
Mpc1,2829,584,1713,2918
Mpc2,4966,2298,522,5060
Mpdu1,1093,419,6,265
Mpdz,0,164,351,1070
Mpeg1,0,0,0,0
Mpg,0,13,0,0
Mphosph10,0,637,232,491
Mphosph6,0,0,0,61
Mphosph8,2,628,790,565
Mphosph9,0,17,47,0
Mpi,0,402,10,265
Mpl,0,0,0,0
Mplkip,28,97,724,6
Mpnd,13,155,404,150
Mpo,0,0,0,0
Mpp1,0,0,0,46
Mpp2,0,813,105,806
Mpp3,216,340,452,988
Mpp4,0,0,0,0
Mpp5,4436,350,183,636
Mpp6,0,0,60,517
Mpp7,20,26,33,11
Mppe1,0,66,0,84
Mpped1,0,0,0,0
Mpped2,730,570,114,624
Mprip,107,955,553,1541
Mpst,865,93,18,376
Mptx1,0,0,0,0
Mptx2,0,0,0,0
Mpv17,410,2013,581,1820
Mpv17l,211,372,363,557
Mpv17l2,0,120,8,260
Mpz,0,0,0,0
Mpzl1,2,913,0,1269
Mpzl2,0,0,0,0
Mpzl3,0,0,0,0
Mr1,0,0,0,94
Mrap,0,0,0,0
Mrap2,18,1,7,4
Mras,712,1472,733,1573
Mrc1,0,0,0,0
Mrc2,249,0,1,0
Mre11a,0,233,0,0
Mreg,0,0,0,0
Mrfap1,11899,10502,4259,20599
Mrgbp,0,42,0,0
Mrgpra1,0,0,0,0
Mrgpra2a,0,0,0,0
Mrgpra2b,0,0,0,0
Mrgpra3,0,0,0,0
Mrgpra4,0,0,0,0
Mrgpra6,0,0,0,0
Mrgpra9,0,0,0,0
Mrgprb1,3,0,7,0
Mrgprb2,0,0,0,0
Mrgprb3,0,0,0,0
Mrgprb4,0,0,0,0
Mrgprb5,0,0,0,0
Mrgprb8,0,0,0,0
Mrgprd,0,0,0,0
Mrgpre,25,32,374,1
Mrgprf,0,0,0,0
Mrgprg,0,0,0,0
