,GSM3690880_HC_NG17_htseq,GSM3690879_HC_NG16_htseq,GSM3690878_HC_NG15_htseq
Lancl3,3,29,0
Lao1,0,0,0
Lap3,22,55,1
Laptm4a,9,11,1007
Laptm4b,1,0,337
Laptm5,771,954,0
Large,9,0,1195
Larp1,191,5,1
Larp1b,0,0,0
Larp4,38,0,77
Larp4b,0,169,221
Larp6,1,0,132
Larp7,63,585,91
Lars,49,0,1057
Lars2,64321,652719,44854
Las1l,3,0,42
Lasp1,783,0,714
Lat,0,0,0
Lat2,0,0,5
Lats1,6,11,569
Lats2,0,7,0
Lax1,0,0,0
Layn,0,0,0
Lbh,0,0,0
Lbp,0,0,3
Lbr,0,0,0
Lbx1,0,0,0
Lbx2,0,0,0
Lca5,439,0,187
Lca5l,0,0,0
Lcat,0,0,0
Lce1a1,0,0,0
Lce1a2,0,0,0
Lce1b,0,0,0
Lce1c,0,0,0
Lce1d,0,0,0
Lce1e,0,0,0
Lce1f,0,0,0
Lce1g,0,0,0
Lce1h,0,0,0
Lce1i,0,0,0
Lce1k,0,0,0
Lce1l,0,0,0
Lce1m,0,0,0
Lce3a,0,0,0
Lce3b,0,0,0
Lce3c,0,0,0
Lce3d,0,0,0
Lce3e,0,0,0
Lce3f,0,0,0
Lce6a,0,0,0
Lck,0,0,0
Lclat1,0,539,0
Lcmt1,840,1,1013
Lcmt2,239,11,399
Lcn10,0,0,0
Lcn11,0,0,0
Lcn12,0,0,0
Lcn2,0,0,0
Lcn3,0,0,0
Lcn4,0,0,0
Lcn5,0,0,0
Lcn6,0,0,0
Lcn8,0,0,0
Lcn9,0,0,0
Lcor,0,0,0
Lcorl,1,0,169
Lcp1,0,0,0
Lcp2,0,0,0
Lct,141,140,1527
Lctl,0,0,0
Ldb1,668,5,193
Ldb2,1010,45,0
Ldb3,0,0,150
Ldha,1652,875,4226
Ldhal6b,0,0,0
Ldhb,3740,83,3508
Ldhc,0,0,0
Ldhd,0,0,0
Ldlr,0,2,457
Ldlrad1,0,0,0
Ldlrad2,10,6,21
Ldlrad3,0,2,0
Ldlrad4,0,933,0
Ldlrap1,0,0,0
Ldoc1,376,0,0
Ldoc1l,1637,0,2128
Leap2,0,0,0
Lect1,0,0,0
Lect2,0,0,0
Lef1,5,10,8
Lefty1,0,0,0
Lefty2,0,0,0
Lekr1,4,2,0
Lelp1,0,0,0
Lemd1,0,0,0
Lemd2,0,0,179
Lemd3,0,1,31
Lenep,272,0,0
Leng1,0,0,265
Leng8,30,0,1538
Leng9,5,0,0
Leo1,162,1495,0
Lep,0,0,0
Lepr,59,15,56
Lepre1,250,0,0
Leprel1,0,0,0
Leprel2,22,17,13
Leprel4,32,0,207
Leprot,0,0,145
Leprotl1,931,57,905
Letm1,2052,0,1056
Letm2,99,0,58
Letmd1,1062,1,29
Lfng,0,0,0
Lgals1,0,0,0
Lgals12,3,0,2
Lgals2,0,0,0
Lgals3,0,0,0
Lgals3bp,0,0,0
Lgals4,0,0,0
Lgals6,0,0,0
Lgals7,0,0,0
Lgals8,0,17,52
Lgals9,0,0,0
Lgalsl,1,0,198
Lgi1,2110,0,438
Lgi2,0,17,9
Lgi3,933,1,70
Lgi4,0,0,0
Lgmn,1,2,1
Lgr4,0,0,262
Lgr5,7,7,10
Lgr6,0,0,0
Lgsn,0,0,0
Lhb,0,0,0
Lhcgr,0,0,0
Lhfp,0,0,0
Lhfpl1,0,0,0
Lhfpl2,514,0,2037
Lhfpl3,0,19,0
Lhfpl4,4,42,2175
Lhfpl5,0,0,0
Lhpp,1,0,283
Lhx1,0,0,0
Lhx2,370,416,263
Lhx3,0,0,0
Lhx4,0,0,0
Lhx5,1,5,1
Lhx6,3,8,612
Lhx8,13,0,0
Lhx9,0,0,904
Lias,1634,20,554
Lif,0,1,0
Lifr,61,5,351
Lig1,0,37,0
Lig3,0,0,0
Lig4,15,0,0
Lilra5,0,0,0
Lilra6,0,0,0
Lilrb3,0,0,0
Lilrb4,0,0,0
Lim2,0,0,0
Lima1,0,0,1
Limch1,323,23,65
Limd1,0,0,0
Limd2,1407,2749,914
Lime1,374,1,386
Limk1,10,0,0
Limk2,4,0,1151
Lims1,0,1,1
Lims2,0,0,0
Lin28a,0,0,0
Lin28b,1,0,0
Lin37,1,0,475
Lin52,1125,594,232
Lin54,15,0,682
Lin7a,684,193,966
Lin7b,432,1549,423
Lin7c,1411,2169,2293
Lin9,0,0,0
Lingo1,29,37,673
Lingo2,1474,0,1587
Lingo3,400,0,450
Lingo4,0,5,0
Lins,0,1,0
Lipa,206,0,2
Lipc,0,0,0
Lipe,0,0,0
Lipf,0,0,0
Lipg,0,0,0
Liph,0,0,5
Lipi,24,18,1
Lipk,0,0,0
Lipm,0,0,0
Lipn,0,0,0
Lipo1,0,0,0
Lipt1,0,0,0
Lipt2,0,0,0
Litaf,17,0,1
Lix1,78,70,1543
Lix1l,0,0,28
Llgl1,0,0,0
Llgl2,0,0,0
Llph,1078,0,242
Lman1,9,1303,705
Lman1l,0,0,0
Lman2,0,0,806
Lman2l,0,677,771
Lmbr1,0,1,1
Lmbr1l,0,0,0
Lmbrd1,283,695,776
Lmbrd2,11,0,0
Lmcd1,0,1,0
Lmf1,0,0,0
Lmf2,0,180,0
Lmln,0,0,0
Lmna,406,15,288
Lmnb1,0,0,0
Lmnb2,0,0,5
Lmo1,0,2,132
Lmo2,146,14,0
Lmo3,1070,186,934
Lmo4,1174,42,2652
Lmo7,147,0,1200
Lmod1,0,0,0
Lmod2,0,0,0
Lmod3,0,0,0
Lmtk2,912,2,1
Lmtk3,2,5,7
Lmx1a,2,2,1
Lmx1b,0,0,0
Lnp,3,0,589
Lnpep,190,4,463
Lnx1,65,29,93
Lnx2,6,2,1
Loh12cr1,128,376,738
Lonp1,1,17,1022
Lonp2,0,2258,1550
Lonrf1,3,5,120
Lonrf2,1030,1,17
Lonrf3,18,0,0
Lor,49,0,0
Lox,0,0,0
Loxhd1,0,0,0
Loxl1,0,0,0
Loxl2,212,75,415
Loxl3,4,42,0
Loxl4,0,0,0
Lpar1,0,17,0
Lpar2,0,0,0
Lpar3,3,0,0
Lpar4,0,0,3
Lpar5,0,0,0
Lpar6,0,0,0
Lpcat1,33,0,337
Lpcat2,0,0,0
Lpcat2b,0,0,0
Lpcat3,0,0,0
Lpcat4,487,0,130
Lpgat1,27,44,92
Lphn1,26,3,1714
Lphn2,0,1,0
Lphn3,1,0,5
Lpin1,0,0,2
Lpin2,196,85,529
Lpin3,0,1,0
Lpl,11,205,1
Lpo,0,0,0
Lpp,36,3,30
Lpxn,0,0,0
Lrat,0,0,0
Lrba,0,91,141
Lrch1,0,0,705
Lrch2,269,403,0
Lrch3,0,0,0
Lrch4,0,0,0
Lrcol1,0,0,0
Lrdd,0,0,0
Lrfn1,0,0,0
Lrfn2,342,0,0
Lrfn3,46,0,208
Lrfn4,0,0,89
Lrfn5,41,0,171
Lrg1,0,0,0
Lrguk,0,0,0
Lrif1,286,0,439
Lrig1,0,0,0
Lrig2,607,0,0
Lrig3,0,0,0
Lrit1,0,0,0
Lrit2,0,0,0
Lrit3,0,0,0
Lrmp,0,0,0
Lrp1,939,58,1878
Lrp10,0,0,0
Lrp11,3,1868,407
Lrp12,0,0,155
Lrp1b,649,0,691
Lrp2,0,0,0
Lrp2bp,0,0,0
Lrp3,1,0,922
Lrp4,407,2,14
Lrp5,0,0,0
Lrp6,785,238,625
Lrp8,299,48,136
Lrpap1,2841,2904,5119
Lrpprc,490,20,641
Lrr1,0,0,0
Lrrc1,0,0,0
Lrrc10,0,0,0
Lrrc10b,206,8,1
Lrrc14,0,0,668
Lrrc14b,58,8,239
Lrrc15,0,0,0
Lrrc16a,0,70,230
Lrrc16b,0,0,3
Lrrc17,5419,22502,1958
Lrrc18,0,0,0
Lrrc19,0,0,0
Lrrc2,105,8,74
Lrrc20,26,0,519
Lrrc23,0,0,0
Lrrc24,0,6,3
Lrrc25,0,0,0
Lrrc26,0,0,0
Lrrc27,0,0,0
Lrrc28,232,0,249
Lrrc29,0,0,0
Lrrc3,17,1,25
Lrrc30,0,0,0
Lrrc32,0,0,0
Lrrc33,2,1,31
Lrrc34,0,0,0
Lrrc36,0,0,0
Lrrc38,0,0,0
Lrrc39,20,1,24
Lrrc3b,0,0,966
Lrrc4,22,345,562
Lrrc40,574,0,478
Lrrc41,696,50,0
Lrrc42,760,0,498
Lrrc43,0,0,0
Lrrc45,967,0,159
Lrrc46,0,0,0
Lrrc47,0,735,0
Lrrc48,0,0,0
Lrrc49,643,1,0
Lrrc4b,3,130,72
Lrrc4c,35,32,621
Lrrc51,0,43,0
Lrrc52,0,0,0
Lrrc55,0,2,0
Lrrc56,0,0,0
Lrrc57,8,1,745
Lrrc58,164,795,1104
Lrrc59,0,0,2004
Lrrc6,614,0,0
Lrrc61,4,3,4
Lrrc63,0,0,0
Lrrc66,0,0,0
Lrrc69,0,0,0
Lrrc7,0,0,773
Lrrc71,0,0,0
Lrrc72,0,0,0
Lrrc73,226,179,0
Lrrc8a,1161,0,0
Lrrc8b,0,0,0
Lrrc8c,0,1,0
Lrrc8d,0,0,4
Lrrc8e,7,6,11
Lrrc9,103,0,0
Lrrcc1,748,7,0
Lrrd1,0,0,0
Lrrfip1,921,1,385
Lrrfip2,58,0,0
Lrriq1,0,0,0
Lrriq3,0,0,0
Lrriq4,0,0,0
Lrrk1,0,7,0
Lrrk2,312,0,98
Lrrn1,1090,2385,3185
Lrrn2,1491,331,4481
Lrrn3,1124,54,1573
Lrrn4,0,0,0
Lrrn4cl,12,7,21
Lrrtm1,513,5,3242
Lrrtm2,1784,1,236
Lrrtm3,1,182,504
Lrrtm4,653,1,594
Lrsam1,186,0,0
Lrtm1,0,0,0
Lrtm2,8,0,539
Lrwd1,0,0,0
Lsamp,719,0,281
Lsg1,1217,1,0
Lsm1,402,0,229
Lsm10,444,0,0
Lsm11,2,19,2
Lsm12,96,0,32
Lsm14a,0,0,78
Lsm14b,211,0,50
Lsm2,0,1,460
Lsm3,0,15,1
Lsm4,377,869,745
Lsm5,0,0,88
Lsm6,324,3,195
Lsm7,827,451,620
Lsmd1,474,0,128
Lsp1,0,0,0
Lsr,0,0,0
Lss,0,0,0
Lst1,0,0,0
Lta,0,0,0
Lta4h,3016,17,313
Ltb,0,0,0
Ltb4r1,0,0,0
Ltb4r2,0,0,0
Ltbp1,0,2,0
Ltbp2,0,0,0
Ltbp3,0,688,0
Ltbp4,0,0,159
Ltbr,0,0,0
Ltc4s,0,0,0
Ltf,0,0,0
Ltk,0,0,0
Ltn1,32,0,129
Ltv1,0,0,1059
Luc7l,47,681,59
Luc7l2,760,420,530
Luc7l3,1155,666,650
Lum,0,0,326
Lurap1,6,0,9
Lurap1l,0,1,216
Luzp1,376,1931,750
Luzp2,5,328,0
Luzp4,0,0,0
Lxn,520,0,241
Ly6a,0,28,0
Ly6c1,0,0,0
Ly6c2,0,0,0
Ly6d,0,0,0
Ly6e,693,43,1132
Ly6f,0,0,0
Ly6g5b,0,0,0
Ly6g5c,0,0,0
Ly6g6c,0,0,8
Ly6g6d,0,0,0
Ly6g6e,0,0,0
Ly6g6f,0,0,0
Ly6h,160,83,969
Ly6i,0,0,0
Ly6k,0,0,0
Ly75,0,0,0
Ly86,73,20,0
Ly9,0,0,0
Ly96,0,0,0
Lyar,0,39,0
Lyg1,0,0,0
Lyg2,0,0,0
Lyl1,0,490,0
Lyn,0,0,4
Lynx1,1390,290,1367
Lypd1,381,70,1667
Lypd2,0,0,0
Lypd3,0,0,0
Lypd4,0,0,0
Lypd5,0,0,0
Lypd6,0,0,0
Lypd6b,0,0,0
Lypd8,0,0,0
Lypla1,9,35,115
Lypla2,34,0,0
Lyplal1,0,0,0
Lyrm1,0,777,0
Lyrm2,156,280,95
Lyrm4,758,476,109
Lyrm5,5,29,913
Lyrm7,2,0,102
Lyrm9,11,1,14
Lysmd1,328,27,59
Lysmd2,795,1012,273
Lysmd3,1138,0,0
Lysmd4,64,1,731
Lyst,872,1938,501
Lyve1,0,0,0
Lyz1,0,9,0
Lyz2,0,0,0
Lyzl1,0,0,0
Lyzl4,0,0,0
Lyzl6,0,0,0
Lzic,0,0,0
Lztfl1,80,536,0
Lztr1,0,0,988
Lzts1,0,0,0
Lzts2,0,0,0
M1ap,0,0,0
M6pr,8,4,1108
Maats1,0,0,0
Mab21l1,0,0,0
Mab21l2,0,0,0
Mab21l3,0,0,0
Macc1,0,0,0
Macf1,2709,3,272
Macrod1,1,0,159
Macrod2,0,88,16
Mad1l1,0,0,480
Mad2l1,0,0,411
Mad2l1bp,0,0,0
Mad2l2,0,0,0
Madcam1,0,0,0
Madd,1684,1684,1138
Maea,0,6,2
Mael,0,0,0
Maf,14,20,12
Maf1,821,0,178
Mafa,0,0,0
Mafb,0,5,1
Maff,0,0,0
Mafg,0,0,0
Mafk,0,0,0
Mag,72,84,0
Magea1,0,0,0
Magea10,0,0,0
Magea2,0,0,0
Magea3,0,0,0
Magea4,0,0,0
Magea5,0,0,0
Magea6,0,0,0
Magea8,0,0,0
Mageb1,0,0,0
Mageb16,0,0,0
Mageb16-ps1,38,0,19
Mageb18,0,0,0
Mageb2,0,0,0
Mageb3,0,0,0
Mageb4,0,0,0
Mageb5,0,0,0
Maged1,4198,3793,6433
Maged2,298,0,0
Magee1,111,597,1825
Magee2,618,2,1567
Mageh1,680,1,441
Magel2,0,0,0
Magi1,360,1,135
Magi2,217,12,3
Magi3,46,170,0
Magix,0,0,0
Magoh,324,1,529
Magohb,497,14,0
Magt1,45,19,72
Mak,95,0,0
Mak16,184,0,0
Mal,24,8,45
Mal2,109,0,1989
Malat1,121983,21217,55971
Mall,0,0,0
Malsu1,360,0,106
Malt1,38,20,16
Mamdc2,0,0,0
Mamdc4,0,0,0
Maml1,0,6,0
Maml2,1344,139,102
Maml3,0,0,29
Mamld1,0,0,554
Mamstr,0,0,0
Man1a,36,15,0
Man1a2,824,0,1372
Man1b1,0,0,69
Man1c1,1026,96,28
Man2a1,0,0,0
Man2a2,18,590,503
Man2b1,0,0,150
Man2b2,1,0,6
Man2c1,1,0,2
Manba,0,0,0
Manbal,1463,2,717
Manea,411,959,3
Maneal,1,0,308
Manf,0,0,791
Mansc1,146,0,0
Mansc4,0,0,0
Maoa,163,278,714
Maob,97,0,0
Map1a,832,697,553
Map1b,6587,6439,28405
Map1lc3a,1475,1591,981
Map1lc3b,2336,926,4629
Map1s,0,16,680
Map2,2477,714,1978
Map2k1,7660,4947,9721
Map2k2,590,717,658
Map2k3,0,0,0
Map2k4,1507,631,2652
Map2k5,169,0,9
Map2k6,0,0,16
Map2k7,17,95,249
Map3k1,386,1,0
Map3k10,0,0,85
Map3k11,0,0,0
Map3k12,0,0,804
Map3k13,0,28,364
Map3k14,0,0,0
Map3k15,0,0,0
Map3k19,0,0,0
Map3k2,153,152,195
Map3k3,0,0,26
Map3k4,489,0,424
Map3k5,0,350,115
Map3k6,419,0,275
Map3k7,27,2,8
Map3k8,0,0,0
Map3k9,324,1788,0
Map4,3151,3,4239
Map4k1,0,0,0
Map4k2,0,0,272
Map4k3,20,0,32
Map4k4,5,18,193
Map4k5,0,0,48
Map6,984,16,1565
Map6d1,3494,2873,256
Map7,1193,170,218
Map7d1,233,240,1663
Map7d2,2093,107,1202
Map9,313,1265,1591
Mapk1,10461,4686,10089
Mapk10,3594,1256,3039
Mapk11,2,0,1
Mapk12,0,0,0
Mapk13,0,0,0
Mapk14,559,0,17
Mapk15,0,0,0
Mapk1ip1,999,915,308
Mapk1ip1l,387,161,174
Mapk3,1352,0,1768
Mapk4,1450,128,117
Mapk6,0,13,712
Mapk7,918,0,453
Mapk8,0,673,28
Mapk8ip1,517,0,727
Mapk8ip2,1118,1362,491
Mapk8ip3,1501,448,2228
Mapk9,0,222,140
Mapkap1,0,0,297
Mapkapk2,0,0,7
Mapkapk3,0,0,0
Mapkapk5,0,0,0
Mapkbp1,629,1,42
Mapre1,813,14,428
Mapre2,2435,84,367
Mapre3,2070,1196,1840
Mapt,2954,3589,3594
Marc1,0,0,0
Marc2,0,21,877
March1,0,1,598
March10,0,0,0
March11,0,0,194
March2,5,8,33
March3,0,0,0
March4,5,32,8
March5,657,232,159
March6,1633,10,2831
March7,170,15,1266
March8,0,0,976
March9,0,0,144
Marcks,687,1249,2015
Marcksl1,1979,1544,2386
Marcksl1-ps4,0,0,0
Marco,0,0,0
Marf1,57,12,609
Mark1,0,8,1240
Mark2,723,0,645
Mark3,934,0,12
Mark4,0,2,0
Mars,0,59,165
Mars2,0,0,641
Marveld1,0,0,0
Marveld2,0,0,0
Marveld3,0,0,0
Mas1,262,0,1402
Masp1,0,0,0
Masp2,0,0,0
Mast1,3,0,232
Mast2,720,100,96
Mast3,1231,2346,1117
Mast4,1,86,0
Mastl,0,0,0
Mat1a,0,0,0
Mat2a,1892,50,1211
Mat2b,1331,25,476
Matk,1040,1469,990
Matn1,0,0,0
Matn2,0,0,0
Matn3,0,0,0
Matn4,0,0,0
Matr3,2947,5219,5248
Mau2,111,41,567
Mavs,0,0,0
Max,926,0,1472
Maz,0,157,201
Mb,0,0,0
Mb21d1,4,0,10
Mb21d2,0,0,494
Mbd1,1,1,333
Mbd2,0,0,274
Mbd3,0,45,139
Mbd3l1,0,0,0
Mbd3l2,0,0,0
Mbd4,24,6,21
Mbd5,0,0,16
Mbd6,0,0,0
Mbip,0,322,0
Mbl1,0,0,0
Mbl2,0,0,0
Mblac1,540,0,0
Mblac2,108,191,140
Mbnl1,269,244,158
Mbnl2,4331,1646,1492
Mbnl3,2,0,3
Mboat1,0,0,0
Mboat2,83,0,0
Mboat4,0,0,5
Mboat7,34,168,1260
Mbp,18412,11023,2686
Mbtd1,275,2,2
Mbtps1,41,836,64
Mbtps2,35,0,106
Mc1r,64,72,57
Mc2r,0,0,0
Mc3r,0,0,0
Mc4r,0,0,518
Mc5r,0,0,0
Mcam,0,0,0
Mcat,0,36,175
Mcc,33,22,53
Mccc1,81,0,6
Mccc2,1132,29,0
Mcee,97,110,815
Mcf2,202,12,0
Mcf2l,305,1897,469
Mcfd2,735,0,1155
Mchr1,0,0,0
Mcin,12,0,20
Mcl1,271,277,0
Mcm10,0,0,0
Mcm2,0,0,0
Mcm3,0,0,0
Mcm3ap,0,0,0
Mcm4,0,0,0
Mcm5,3,6,22
Mcm6,342,1769,551
Mcm7,0,0,5
Mcm8,1,4,5
Mcm9,0,0,0
Mcmbp,87,0,711
Mcmdc2,260,255,217
Mcoln1,1099,0,974
Mcoln2,0,0,0
Mcoln3,0,0,0
Mcph1,5,0,4
Mcpt-ps1,0,0,0
Mcpt1,0,0,0
Mcpt2,0,0,0
Mcpt4,0,0,0
Mcpt8,0,0,0
Mcpt9,0,0,0
Mcrs1,975,0,404
Mctp1,5,1410,801
Mctp2,0,0,0
Mcts1,1271,0,851
Mcts2,0,0,512
Mcu,19,0,510
Mdc1,646,4,20
Mdfi,0,0,0
Mdfic,0,0,0
Mdga1,1294,4,9
Mdga2,180,3,179
Mdh1,6403,3838,6482
Mdh1b,0,0,0
Mdh2,4204,991,7707
Mdk,0,0,0
Mdm1,0,0,0
Mdm2,734,1,619
Mdm4,269,0,218
Mdn1,0,0,349
Mdp1,12,28,827
Me1,0,25,0
Me2,1157,1,0
Me3,2116,94,680
Mea1,0,0,167
Meaf6,151,10,123
Mecom,0,0,0
Mecp2,2158,167,421
Mecr,0,0,5
Med1,93,69,1452
Med10,0,0,1224
Med11,0,0,0
Med12,0,0,0
Med12l,2,0,1376
Med13,41,2171,66
Med13l,581,0,177
Med14,2,82,679
Med15,1,1,211
Med16,628,14,472
Med17,67,0,2
Med18,596,5,31
Med19,0,308,814
Med20,0,0,672
Med21,0,0,214
Med22,0,0,384
Med23,1,55,845
Med24,236,0,225
Med25,14,0,53
Med26,652,1,437
Med27,0,0,307
Med28,1203,3926,907
Med29,243,1,436
Med30,0,0,202
Med31,286,269,0
Med4,96,0,530
Med6,0,0,383
Med7,0,0,380
Med8,0,0,0
Med9,832,42,341
Medag,1,0,8
Mef2a,1171,138,857
Mef2b,0,0,0
Mef2c,3377,1037,3520
Mef2d,0,0,47
Mefv,0,0,0
Meg3,15551,1340,6393
Megf10,0,0,0
Megf11,103,809,261
Megf6,0,0,0
Megf8,743,162,1165
Megf9,468,52,276
Mei1,0,0,0
Mei4,15,2,1
Meig1,220,0,0
Meiob,0,0,0
Meis1,3,47,2
Meis2,487,1,8
Meis3,0,1,279
Melk,0,0,0
Memo1,8,0,152
Men1,28,823,0
Meox1,0,0,0
Meox2,0,0,0
Mep1a,0,0,0
Mep1b,0,0,0
Mepce,0,0,0
Mepe,0,0,0
Mertk,0,0,0
Mesdc1,4,0,0
Mesdc2,50,457,546
Mesp1,0,0,0
Mesp2,0,0,0
Mest,0,0,0
Met,0,0,0
Metap1,2,947,115
Metap1d,0,0,0
Metap2,871,1666,1795
Metrn,0,0,0
Metrnl,224,0,0
Mettl1,10,279,222
Mettl10,435,0,842
Mettl11b,0,0,0
Mettl13,0,0,0
Mettl14,0,7,111
Mettl15,0,0,1263
Mettl16,28,11,0
Mettl17,0,0,280
Mettl18,34,170,0
Mettl2,15,36,19
Mettl20,0,0,0
Mettl21a,0,22,403
Mettl21c,0,0,0
Mettl21d,432,0,0
Mettl21e,8,1,0
Mettl22,0,128,344
Mettl23,0,0,1
Mettl24,0,0,0
Mettl25,0,0,110
Mettl3,0,0,5
Mettl4,0,5,0
Mettl5,149,0,2
Mettl6,0,0,0
Mettl7a1,0,0,0
Mettl7a2,0,0,0
Mettl7a3,0,0,0
Mettl7b,0,0,0
Mettl8,0,0,0
Mettl9,836,1,715
Mex3a,15,0,128
Mex3b,73,3,0
Mex3c,15,20,15
Mex3d,1,0,0
Mfap1a,329,853,176
Mfap1b,0,0,1
Mfap2,0,0,0
Mfap3,98,0,554
Mfap3l,0,0,16
Mfap4,1,0,0
Mfap5,0,0,0
Mff,2337,3862,2826
Mfge8,929,39,0
Mfhas1,0,162,24
Mfi2,0,0,0
Mfn1,20,28,4
Mfn2,888,2327,4261
Mfng,0,0,0
Mfrp,0,0,0
Mfsd1,0,0,64
Mfsd10,417,0,0
Mfsd11,516,98,603
Mfsd12,0,0,239
Mfsd2a,0,0,576
Mfsd2b,5,0,5
Mfsd3,0,0,343
Mfsd4,664,150,22
Mfsd5,759,534,285
Mfsd6,2601,313,522
Mfsd6l,0,0,0
Mfsd7a,0,0,0
Mfsd7b,0,378,2
Mfsd7c,0,0,0
Mfsd8,0,0,0
Mfsd9,0,0,0
Mga,28,109,724
Mgam,0,0,0
Mgarp,0,0,0
Mgat1,1,0,0
Mgat2,0,0,380
Mgat3,1494,3137,312
Mgat4a,0,33,14
Mgat4b,0,0,18
Mgat4c,0,0,0
Mgat5,0,0,0
Mgat5b,0,322,726
Mgea5,224,4330,2879
Mgl2,0,1,1
Mgll,3,188,14
Mgme1,0,0,0
Mgmt,0,0,0
Mgp,0,87,0
Mgrn1,1201,0,968
Mgst1,0,0,21
Mgst2,0,0,0
Mgst3,852,538,338
Mia,0,0,0
Mia2,0,0,0
Mia3,55,260,509
Miat,27,0,1749
Mib1,0,7,164
Mib2,0,0,1308
Mical1,0,0,0
Mical2,729,217,1551
Mical3,20,0,83
Micalcl,0,0,0
Micall1,82,0,32
Micall2,0,0,0
Micu1,958,93,2868
Mid1,0,0,0
Mid1ip1,137,0,297
Mid2,0,0,26
Midn,0,0,0
Mien1,313,1670,872
Mier1,599,33,266
Mier2,37,0,426
Mier3,0,9,169
Mif,2167,784,2115
Mif4gd,47,0,146
Miip,37,0,479
Mill1,4,1,8
Mill2,0,0,0
Milr1,7,0,1
Mina,0,0,2
Mink1,1179,592,149
Minos1,1498,29,1564
Minpp1,6,0,471
Mios,11,0,1
Miox,0,0,0
Mip,0,0,0
Mipep,0,0,0
Mipol1,0,0,0
Mir100,0,0,0
Mir101a,0,0,0
Mir101b,0,0,0
Mir101c,0,0,0
Mir103-1,0,0,0
Mir103-2,0,0,0
Mir105,0,0,0
Mir106a,0,0,0
Mir106b,0,0,0
Mir107,0,0,0
Mir10a,0,0,0
Mir10b,0,0,0
Mir1186,0,0,0
Mir1186b,0,0,0
Mir1187,0,0,0
Mir1188,0,0,0
Mir1190,0,0,0
Mir1191,0,0,0
Mir1192,0,0,0
Mir1193,0,0,0
Mir1195,0,0,13
Mir1196,0,0,0
Mir1197,0,0,0
Mir1198,0,0,0
Mir1199,0,0,0
Mir1224,15,0,0
Mir122a,0,0,0
Mir1247,0,0,0
Mir1249,0,0,0
Mir124a-1,0,0,0
Mir124a-2,0,0,0
Mir124a-3,0,0,0
Mir1251,0,0,0
Mir125a,0,0,0
Mir125b-1,0,0,0
Mir125b-2,0,0,0
Mir126,0,0,0
Mir1264,0,0,0
Mir127,0,0,0
Mir128-1,0,0,0
Mir128-2,0,0,0
Mir129-1,0,0,0
Mir129-2,0,0,0
Mir1298,0,0,0
Mir1306,0,0,0
Mir130a,0,0,0
Mir130b,0,0,0
Mir132,0,0,0
Mir133a-1,0,0,0
Mir133a-2,0,0,0
Mir133b,0,0,0
Mir134,0,0,0
Mir135a-1,0,0,0
Mir135a-2,0,0,0
Mir135b,0,0,0
Mir136,0,0,0
Mir137,0,0,0
Mir138-1,0,0,0
Mir138-2,0,0,0
Mir139,0,0,0
Mir140,0,0,0
Mir141,0,0,0
Mir142,0,0,0
Mir143,0,0,0
Mir143hg,0,0,0
Mir144,0,0,0
Mir145,0,0,0
Mir146,0,0,0
Mir146b,0,0,0
Mir147,0,0,0
Mir148a,0,0,0
Mir148b,0,0,0
Mir149,0,0,0
Mir150,0,0,0
Mir152,0,0,0
Mir153,0,0,0
Mir154,4,0,0
Mir155,34,0,0
Mir15a,0,0,0
Mir15b,0,0,0
Mir16-1,0,0,0
Mir16-2,0,0,0
Mir17,0,0,0
Mir17hg,0,0,0
Mir18,0,0,0
Mir181a-1,0,0,0
Mir181a-2,0,0,0
Mir181b-1,0,0,0
Mir181b-2,0,0,0
Mir181c,0,0,0
Mir181d,0,0,0
Mir182,0,0,0
Mir183,0,0,0
Mir1839,0,0,0
Mir184,0,0,0
Mir1843,0,0,0
Mir1843b,0,0,0
Mir185,0,0,0
Mir186,0,0,0
Mir187,0,0,0
Mir188,0,0,0
Mir1892,0,0,0
Mir1893,0,0,0
Mir1894,0,0,0
Mir1895,0,0,0
Mir1896,0,0,0
Mir1897,0,0,0
Mir1898,0,0,0
Mir1899,0,0,0
Mir18b,0,0,0
Mir190,0,0,0
Mir1900,0,0,0
Mir1901,0,0,0
Mir1902,0,0,0
Mir1903,0,0,0
Mir1904,0,0,0
Mir1905,0,0,0
Mir1906-1,0,0,0
Mir1906-2,0,0,0
Mir1907,0,0,0
Mir190b,0,0,0
Mir191,0,0,0
Mir1912,0,0,0
Mir192,0,0,0
Mir1928,0,0,0
Mir1929,0,0,0
Mir193,0,0,0
Mir1930,0,0,0
Mir1931,0,0,6
Mir1932,0,0,0
Mir1933,0,0,0
Mir1934,0,0,0
Mir1935,0,0,0
Mir1936,0,0,0
Mir1938,0,0,0
Mir193b,0,0,0
Mir194-1,0,0,0
Mir194-2,0,0,0
Mir1940,0,0,0
Mir1941,0,0,0
Mir1942,0,0,0
Mir1943,0,0,0
Mir1945,0,0,0
Mir1946a,0,0,0
Mir1946b,0,0,0
Mir1947,0,0,0
Mir1948,0,0,0
Mir1949,0,0,0
Mir195,0,0,0
Mir1950,0,0,0
Mir1951,0,0,0
Mir1952,0,0,0
Mir1953,0,0,0
Mir1954,3,0,1
Mir1955,0,0,0
Mir1956,0,0,0
Mir1957,0,0,0
Mir1958,0,0,0
Mir1960,0,0,0
Mir1961,0,0,0
Mir1962,0,0,0
Mir1963,29,0,0
Mir1964,0,0,0
