,GSM3690875_HC_G15_htseq,GSM3690877_HC_G17_htseq,GSM3690876_HC_G16_htseq
Mmrn1,0,0,0
Mmrn2,25,0,0
Mms19,0,1,4
Mms22l,0,2,0
Mn1,38,127,0
Mnat1,15,6,14
Mnd1,0,343,0
Mnda,0,0,0
Mndal,1,2,0
Mnf1,77,1101,5
Mns1,0,0,0
Mnt,30,87,6
Mnx1,0,0,0
Moap1,0,15,0
Mob1a,0,0,0
Mob1b,162,4,14
Mob2,6,0,106
Mob3a,0,0,4
Mob3b,21,13,8
Mob3c,34,49,7
Mob4,240,2061,452
Mobp,340,88,76
Mocos,0,6,0
Mocs1,5,1,3
Mocs2,92,841,92
Mocs3,0,121,0
Mog,106,2,0
Mogat1,0,0,0
Mogat2,0,0,0
Mogs,0,21,0
Mon1a,0,13,2
Mon1b,0,1358,0
Mon2,2,213,0
Morc1,0,0,0
Morc2a,27,0,0
Morc2b,0,0,0
Morc3,9,0,11
Morc4,273,0,0
Morf4l1,403,825,130
Morf4l2,521,5180,708
Morn1,0,0,0
Morn2,0,0,0
Morn3,0,0,0
Morn4,2,1495,4
Morn5,0,0,0
Mos,0,0,0
Mospd1,0,0,367
Mospd2,0,0,0
Mospd3,46,0,0
Mospd4,0,0,0
Mov10,0,3,0
Mov10l1,0,0,0
Moxd1,0,0,0
Moxd2,0,0,169
Mpc1,214,307,0
Mpc2,206,2323,184
Mpdu1,79,55,0
Mpdz,208,73,49
Mpeg1,0,0,0
Mpg,37,11,0
Mphosph10,34,13,32
Mphosph6,0,4,0
Mphosph8,240,699,748
Mphosph9,33,0,25
Mpi,288,1232,0
Mpl,0,0,0
Mplkip,188,121,118
Mpnd,112,868,0
Mpo,0,0,0
Mpp1,0,41,2
Mpp2,61,418,312
Mpp3,21,745,0
Mpp4,0,1,0
Mpp5,50,264,42
Mpp6,49,595,87
Mpp7,80,11,43
Mppe1,0,0,0
Mpped1,21,19,71
Mpped2,1,554,48
Mprip,233,504,69
Mpst,6,0,0
Mptx1,0,0,0
Mptx2,0,0,0
Mpv17,573,476,373
Mpv17l,426,849,348
Mpv17l2,0,0,0
Mpz,0,0,0
Mpzl1,0,0,0
Mpzl2,5,7,157
Mpzl3,0,0,0
Mr1,0,0,0
Mrap,0,0,0
Mrap2,35,90,3
Mras,173,545,264
Mrc1,0,0,0
Mrc2,18,3,11
Mre11a,0,0,0
Mreg,0,0,0
Mrfap1,1645,6061,2703
Mrgbp,0,0,0
Mrgpra1,0,0,0
Mrgpra2a,0,0,0
Mrgpra2b,0,0,0
Mrgpra3,0,0,0
Mrgpra4,1,0,0
Mrgpra6,0,0,0
Mrgpra9,0,0,0
Mrgprb1,13,4,2
Mrgprb2,0,0,0
Mrgprb3,0,0,0
Mrgprb4,0,0,0
Mrgprb5,0,0,0
Mrgprb8,0,0,0
Mrgprd,0,0,0
Mrgpre,64,26,450
Mrgprf,0,0,0
Mrgprg,0,0,0
Mrgprh,0,0,0
Mrgprx1,0,0,0
Mrgprx2,0,0,0
Mri1,0,453,0
Mrm1,0,0,0
Mro,5,105,1
Mroh1,97,66,30
Mroh2a,0,0,1
Mroh2b,0,0,0
Mroh4,0,0,0
Mroh5,0,0,0
Mroh8,0,0,0
Mroh9,0,0,0
Mrp63,385,607,1
Mrpl1,11,13,79
Mrpl10,89,1,2
Mrpl11,14,941,1
Mrpl12,293,1283,48
Mrpl13,72,438,0
Mrpl14,157,243,3
Mrpl15,135,1740,2
Mrpl16,43,17,0
Mrpl17,73,422,0
Mrpl18,233,165,1
Mrpl19,229,1200,95
Mrpl2,1,535,3
Mrpl20,219,205,0
Mrpl21,121,8,0
Mrpl22,215,0,0
Mrpl23,122,525,0
Mrpl24,31,227,0
Mrpl27,99,1400,7
Mrpl28,161,647,282
Mrpl3,25,163,0
Mrpl30,92,875,77
Mrpl32,28,93,0
Mrpl33,177,157,565
Mrpl34,0,49,1
Mrpl35,115,92,88
Mrpl36,5,1,206
Mrpl37,74,10,0
Mrpl38,0,243,0
Mrpl39,50,682,50
Mrpl4,196,2,8
Mrpl40,8,206,68
Mrpl41,123,442,42
Mrpl42,4,711,366
Mrpl43,235,487,36
Mrpl44,0,0,0
Mrpl45,19,726,116
Mrpl46,116,0,4
Mrpl47,3,420,2
Mrpl48,159,466,4
Mrpl49,213,547,0
Mrpl50,3,502,10
Mrpl51,39,1410,1003
Mrpl52,170,8,169
Mrpl53,0,313,1
Mrpl54,16,324,0
Mrpl55,0,417,117
Mrpl9,270,1383,12
Mrps10,0,723,23
Mrps11,1,995,167
Mrps12,319,1018,333
Mrps14,341,1620,5
Mrps15,196,33,15
Mrps16,4,454,0
Mrps17,8,939,60
Mrps18a,276,589,20
Mrps18b,0,592,1
Mrps18c,34,308,363
Mrps2,0,0,0
Mrps21,167,464,2
Mrps22,20,25,7
Mrps23,127,0,0
Mrps24,22,153,367
Mrps25,193,415,261
Mrps26,235,23,63
Mrps27,22,1579,0
Mrps28,0,0,28
Mrps30,223,24,162
Mrps31,28,3,73
Mrps33,78,1839,2
Mrps34,20,185,5
Mrps35,0,17,0
Mrps36,76,0,31
Mrps5,11,1025,12
Mrps6,14,8,0
Mrps7,122,571,0
Mrps9,59,714,0
Mrrf,2,0,0
Mrs2,174,218,0
Mrto4,68,430,5
Mrvi1,0,0,0
Ms4a1,0,0,0
Ms4a10,0,0,0
Ms4a13,0,0,0
Ms4a15,0,1,0
Ms4a18,0,0,0
Ms4a2,0,0,0
Ms4a3,0,0,0
Ms4a4b,0,0,0
Ms4a4c,0,0,0
Ms4a4d,0,0,0
Ms4a5,0,0,0
Ms4a6b,19,0,0
Ms4a6c,72,55,51
Ms4a6d,0,0,0
Ms4a7,0,0,0
Ms4a8a,0,0,0
Msantd1,0,0,0
Msantd2,0,0,0
Msantd3,23,0,7
Msantd4,161,324,104
Msc,0,0,0
Msgn1,0,0,0
Msh2,43,103,11
Msh3,10,0,0
Msh4,0,4,0
Msh5,0,0,0
Msh6,0,192,9
Msi1,0,0,0
Msi2,408,37,213
Msl1,89,43,4
Msl2,101,187,0
Msl3,6,0,113
Msl3l2,4,0,0
Msln,5,0,0
Mslnl,0,23,0
Msmb,0,0,0
Msmp,0,0,0
Msn,0,0,0
Msr1,0,0,0
Msra,96,725,847
Msrb1,0,22,16
Msrb2,0,273,12
Msrb3,7,0,0
Mss51,0,0,0
Mst1,0,0,0
Mst1r,0,0,0
Mstn,0,0,0
Msto1,5,0,0
Msx1,0,0,0
Msx1as,0,0,0
Msx2,12,11,1
Msx3,0,0,0
Mt1,930,981,544
Mt2,279,445,20
Mt3,958,3086,512
Mt4,0,0,0
Mta1,94,117,8
Mta2,1,2138,3
Mta3,296,4,6
Mtag2,0,0,0
Mtap,3,0,0
Mtap7d3,0,0,274
Mtbp,3,500,0
Mtch1,555,1193,171
Mtch2,184,1597,32
Mtcp1,0,0,0
Mtdh,131,370,68
Mterf,0,188,3
Mterfd1,10,0,0
Mterfd2,86,877,0
Mterfd3,9,11,30
Mtf1,20,120,191
Mtf2,436,1718,0
Mtfmt,130,42,249
Mtfp1,191,1076,0
Mtfr1,0,0,0
Mtfr1l,2,316,0
Mtfr2,10,1,6
Mtg1,0,0,0
Mthfd1,90,1,0
Mthfd1l,4,8,0
Mthfd2,4,0,0
Mthfd2l,9,0,0
Mthfr,27,0,0
Mthfs,0,0,0
Mthfsd,8,0,0
Mtif2,254,316,94
Mtif3,0,0,0
Mtl5,0,0,0
Mtm1,0,0,0
Mtmr1,171,308,2
Mtmr10,0,0,0
Mtmr11,0,0,0
Mtmr12,82,5,16
Mtmr14,0,0,0
Mtmr2,26,278,0
Mtmr3,404,53,2
Mtmr4,94,927,236
Mtmr6,160,1605,121
Mtmr7,5,3,4
Mtmr9,4,0,0
Mtnr1a,0,0,0
Mtnr1b,0,0,0
Mto1,0,0,0
Mtor,343,165,16
Mtpap,2,4,14
Mtpn,899,2384,261
Mtr,0,0,0
Mtrf1,11,0,0
Mtrf1l,0,93,0
Mtrr,5,51,17
Mtss1,115,0,39
Mtss1l,52,270,34
Mttp,0,0,0
Mtus1,0,474,0
Mtus2,21,619,7
Mtx1,9,110,5
Mtx2,176,1509,3
Mtx3,35,183,0
Muc1,0,0,0
Muc13,0,1,0
Muc15,25,0,0
Muc19,0,0,0
Muc2,0,0,0
Muc20,0,0,0
Muc4,0,0,0
Muc5ac,0,0,0
Muc5b,0,0,0
Muc6,36,0,0
Mucl1,0,0,0
Mug-ps1,0,0,0
Mug1,0,0,0
Mug2,0,0,0
Mul1,127,63,186
Mum1,160,282,4
Mum1l1,0,0,0
Mup1,0,0,0
Mup10,0,0,0
Mup11,0,0,0
Mup12,0,0,0
Mup13,0,0,0
Mup14,0,0,0
Mup15,0,0,0
Mup16,0,0,0
Mup17,0,0,0
Mup19,0,0,0
Mup2,0,0,0
Mup20,0,0,0
Mup21,0,0,0
Mup3,0,0,0
Mup4,0,0,0
Mup5,0,0,0
Mup6,0,0,0
Mup7,0,0,0
Mup8,0,0,0
Mup9,0,0,0
Murc,39,0,0
Mus81,0,0,0
Musk,0,0,0
Mustn1,0,0,0
Mut,4,115,47
Mutyh,0,0,0
Mvb12a,24,0,6
Mvb12b,0,0,0
Mvd,4,0,0
Mvk,0,14,0
Mvp,0,6,0
Mx1,0,0,0
Mx2,0,0,0
Mxd1,0,77,6
Mxd3,0,0,0
Mxd4,9,11,0
Mxi1,11,60,0
Mxra7,0,375,0
Mxra8,0,0,0
Myadm,65,17,93
Myadml2,0,0,0
Myb,54,0,0
Mybbp1a,116,5,20
Mybl1,0,0,0
Mybl2,0,0,0
Mybpc1,0,0,0
Mybpc2,0,0,0
Mybpc3,21,0,0
Mybph,18,0,0
Mybphl,0,0,0
Myc,0,7,0
Mycbp,2,0,0
Mycbp2,629,881,286
Mycbpap,0,0,0
Mycl1,1,0,0
Mycn,4,0,0
Mycs,0,0,0
Myct1,0,0,0
Myd88,0,0,0
Myef2,31,182,13
Myeov2,137,1439,905
Myf5,0,0,0
Myf6,0,0,0
Myg1,266,25,0
Myh1,0,0,0
Myh10,62,1019,106
Myh11,0,0,22
Myh13,0,1,0
Myh14,21,4,68
Myh15,0,0,0
Myh2,0,0,0
Myh3,0,0,0
Myh4,1,0,0
Myh6,0,0,0
Myh7,0,20,0
Myh7b,45,303,0
Myh8,0,0,0
Myh9,177,354,94
Myl1,0,0,0
Myl10,0,0,0
Myl12a,223,345,0
Myl12b,301,1128,251
Myl2,0,0,0
Myl3,0,0,0
Myl4,0,0,0
Myl6,713,3634,1669
Myl6b,0,20,0
Myl7,0,0,0
Myl9,74,0,130
Mylip,134,72,1
Mylk,180,0,448
Mylk2,1,0,0
Mylk3,0,0,0
Mylk4,85,18,48
Mylpf,0,0,0
Mynn,0,0,34
Myo10,63,76,0
Myo15,0,0,0
Myo16,0,0,0
Myo18a,69,182,174
Myo18b,8,0,0
Myo19,0,0,0
Myo1a,0,0,0
Myo1b,0,58,1
Myo1c,29,0,0
Myo1d,0,10,0
Myo1e,9,6,19
Myo1f,0,0,0
Myo1g,0,0,0
Myo1h,3,0,0
Myo3a,0,0,0
Myo3b,0,0,0
Myo5a,720,517,81
Myo5b,536,0,43
Myo5c,5,11,12
Myo6,35,2,27
Myo7a,0,47,17
Myo7b,0,0,0
Myo9a,1085,1141,118
Myo9b,290,0,0
Myoc,25,34,0
Myocd,0,0,0
Myod1,0,0,8
Myof,1,0,0
Myog,0,0,0
Myom1,0,0,0
Myom2,0,0,0
Myom3,0,0,0
Myot,0,0,0
Myoz1,0,0,0
Myoz2,0,0,0
Myoz3,152,149,145
Mypn,0,0,1
Mypop,0,0,0
Myrf,19,0,0
Myrfl,0,0,0
Myrip,2,1,18
Mysm1,457,211,122
Myt1,2,4,0
Myt1l,1338,716,314
Myzap,0,0,0
Mzb1,0,0,0
Mzf1,0,32,0
Mzt1,12,86,233
Mzt2,27,0,0
N28178,7,41,3
N4bp1,26,169,239
N4bp2,2,12,0
N4bp2l1,0,7,0
N4bp2l2,357,159,58
N4bp3,52,0,0
N6amt1,56,294,256
N6amt2,0,85,518
Naa10,28,329,0
Naa11,0,0,0
Naa15,155,84,788
Naa16,9,62,4
Naa20,56,1071,17
Naa25,32,1988,126
Naa30,49,349,3
Naa35,39,552,6
Naa38,68,41,0
Naa40,19,112,2
Naa50,4,1443,52
Naa60,22,98,18
Naaa,7,20,727
Naalad2,0,0,0
Naaladl1,0,0,0
Nab1,43,0,1
Nab2,41,38,3
Nabp1,0,0,2
Nabp2,52,572,39
Naca,602,1853,893
Nacad,6,12,0
Nacc1,95,249,4
Nacc2,243,724,12
Nadk,234,8,9
Nadkd1,15,0,0
Nadsyn1,0,0,0
Nae1,599,1057,186
Naf1,56,81,0
Naga,16,4,0
Nagk,71,63,31
Naglu,1,0,0
Nagpa,0,0,0
Nags,0,0,0
Naif1,0,0,0
Naip1,0,0,0
Naip2,25,24,45
Naip5,55,24,32
Naip6,0,0,0
Naip7,0,0,0
Nalcn,171,86,95
Nampt,284,915,165
Nanog,63,83,92
Nanos1,2,0,155
Nanos2,0,0,0
Nanos3,0,0,0
Nanp,0,696,76
Nans,5,71,0
Nap1l1,215,2500,1525
Nap1l2,33,2261,5
Nap1l3,17,103,11
Nap1l4,124,749,29
Nap1l5,451,915,208
Napa,720,2971,312
Napb,502,4904,543
Napepld,67,199,7
Napg,115,2168,628
Naprt1,0,0,0
Napsa,7,3,6
Narf,53,8,3
Narfl,0,9,0
Narg2,1,0,3
Nars,1266,4145,2576
Nars2,0,0,0
Nasp,23,181,242
Nat1,0,0,0
Nat10,44,0,1
Nat14,31,277,62
Nat2,0,0,0
Nat3,0,0,0
Nat6,181,593,0
Nat8,0,0,0
Nat8l,43,617,8
Nat9,16,155,49
Nav1,664,77,190
Nav2,103,374,7
Nav3,0,0,13
Nbas,37,318,638
Nbea,566,1429,89
Nbeal1,2,0,0
Nbeal2,0,0,0
Nbl1,316,1,0
Nbn,0,72,25
Nbr1,822,705,733
Ncald,392,3500,450
Ncam1,1014,1486,841
Ncam2,233,77,18
Ncan,820,1409,32
Ncapd2,0,0,1
Ncapd3,46,1,1
Ncapg,0,0,0
Ncapg2,0,0,4
Ncaph,0,0,0
Ncaph2,92,2378,2
Ncbp1,35,323,22
Ncbp2,109,1206,685
Nccrp1,0,0,0
Ncdn,1136,9510,1161
Nceh1,87,27,287
Ncf1,10,0,2
Ncf2,0,1,496
Ncf4,0,0,0
Nck1,59,865,77
Nck2,86,1,82
Nckap1,9,331,0
Nckap1l,0,0,0
Nckap5,0,0,0
Nckap5l,14,0,0
Nckipsd,458,52,0
Ncl,1127,3265,890
Ncln,83,0,0
Ncmap,0,0,0
Ncoa1,57,267,19
Ncoa2,81,44,1
Ncoa3,88,3,0
Ncoa4,28,286,10
Ncoa5,1,0,19
Ncoa6,212,54,0
Ncoa7,89,202,18
Ncor1,402,509,239
Ncor2,155,114,155
Ncr1,0,0,0
Ncrna00085,19,0,73
Ncrna00086,20,0,87
Ncs1,21,3,509
Ncstn,155,37,0
Nctc1,0,0,0
Ndc80,0,0,0
Nde1,0,0,0
Ndel1,1,835,0
Ndfip1,206,1182,124
Ndfip2,109,222,482
Ndn,795,1567,159
Ndnf,0,4,0
Ndnl2,76,219,0
Ndor1,36,47,1
Ndp,5,3,10
Ndrg1,34,11,0
Ndrg2,801,1572,823
Ndrg3,134,2462,8
Ndrg4,2501,8091,939
Ndst1,115,80,2
Ndst2,2,0,0
Ndst3,5,3,0
Ndst4,34,0,0
Ndufa1,169,1302,0
Ndufa10,593,174,178
Ndufa11,316,1805,556
Ndufa12,121,1768,299
Ndufa13,602,2606,536
Ndufa2,678,1055,1340
Ndufa3,146,522,194
Ndufa4,461,4143,651
Ndufa4l2,0,0,0
Ndufa5,214,1420,509
Ndufa6,155,1554,45
Ndufa7,116,1379,271
Ndufa8,314,2100,219
Ndufa9,304,1882,35
Ndufab1,58,148,184
Ndufaf1,55,718,0
Ndufaf2,14,117,55
Ndufaf3,82,707,0
Ndufaf4,133,902,332
Ndufaf5,1,813,96
Ndufaf6,0,0,0
Ndufaf7,27,26,10
Ndufb10,503,711,958
Ndufb11,198,662,32
Ndufb2,409,1459,900
Ndufb3,486,1157,84
Ndufb4,163,491,182
Ndufb5,62,606,144
Ndufb6,157,1438,256
Ndufb7,114,685,35
Ndufb8,211,3050,785
Ndufb9,276,1329,35
Ndufc1,169,1031,503
Ndufc2,510,1214,9
Ndufs1,238,78,0
Ndufs2,487,1030,0
Ndufs3,82,1657,26
Ndufs4,140,147,44
Ndufs5,0,0,0
Ndufs6,198,1084,894
Ndufs7,191,834,60
Ndufs8,19,797,43
Ndufv1,58,1821,196
Ndufv2,534,2638,22
Ndufv3,201,1324,311
Neat1,19,0,0
Neb,0,2,25
Nebl,58,27,4
Necab1,295,33,84
Necab2,9,1,1
Necab3,0,2,2
Necap1,204,1264,35
Necap2,0,5,2
Nedd1,0,0,0
Nedd4,969,2832,492
Nedd4l,771,258,202
Nedd8,34,973,764
Nedd9,0,0,0
Nefh,111,246,48
Nefl,319,1950,224
Nefm,903,2312,660
Negr1,428,480,110
Neil1,0,0,0
Neil2,0,0,0
Neil3,0,0,0
Nek1,67,5,0
Nek10,0,0,0
Nek11,0,0,0
Nek2,0,0,0
Nek3,0,0,0
Nek4,43,0,0
Nek5,0,0,0
Nek6,0,2064,1
Nek7,107,285,70
Nek8,0,10,0
Nek9,0,29,0
Nelfa,0,0,0
Nelfb,149,789,0
Nelfcd,86,210,0
Nelfe,7,0,0
Nell1,0,97,0
Nell2,24,1490,4
Nemf,800,1219,378
Nenf,22,14,8
Neo1,1,152,428
Nepn,0,0,0
Nes,0,0,0
Nespas,0,0,0
Net1,135,603,151
Neto1,149,521,35
Neto2,44,262,0
Neu1,23,50,1
Neu2,0,0,0
Neu3,74,48,56
Neu4,0,0,0
Neurl1a,28,220,0
Neurl1b,32,220,22
Neurl2,0,0,0
Neurl3,13,5,6
Neurl4,92,243,59
Neurod1,92,183,88
Neurod2,42,388,88
Neurod4,0,0,0
Neurod6,0,19,287
Neurog1,0,0,0
Neurog2,0,0,91
Neurog3,0,0,0
Nexn,35,36,25
Nf1,198,24,7
Nf2,82,1053,16
Nfam1,0,0,0
Nfasc,72,852,1
Nfat5,1021,166,444
Nfatc1,0,0,90
Nfatc2,0,0,0
Nfatc2ip,112,2,1
Nfatc3,95,75,0
Nfatc4,2,3,0
Nfe2,0,0,0
Nfe2l1,284,498,66
Nfe2l2,3,0,23
Nfe2l3,0,62,0
Nfia,709,1521,142
Nfib,1011,2048,143
Nfic,94,602,12
Nfil3,3,0,14
Nfix,139,97,0
Nfkb1,25,0,79
Nfkb2,0,0,0
Nfkbia,16,20,2
Nfkbib,0,447,0
Nfkbid,0,0,0
Nfkbie,0,0,0
Nfkbil1,0,0,0
Nfkbiz,4,0,0
Nfrkb,0,0,22
Nfs1,47,0,8
Nfu1,21,17,0
Nfx1,269,1,81
Nfxl1,0,200,0
Nfya,0,0,1
Nfyb,35,55,0
Nfyc,73,913,110
Ngb,21,0,0
Ngdn,52,461,0
Ngef,24,89,157
Ngf,0,0,0
Ngfr,16,0,4
Ngfrap1,527,4634,77
Ngly1,95,113,0
Ngp,0,0,103
Ngrn,0,473,6
Nhej1,0,0,1
Nhlh1,0,0,26
Nhlh2,31,13,15
Nhlrc1,5,15,0
Nhlrc2,49,0,0
Nhlrc3,0,142,0
Nhlrc4,66,0,1
Nhp2,8,208,11
Nhp2l1,266,275,0
Nhs,0,0,0
Nhsl1,118,0,8
Nhsl2,113,41,24
Niacr1,0,0,0
Nicn1,122,933,46
Nid1,0,18,0
Nid2,0,0,0
Nif3l1,9,1118,0
Nim1,75,613,0
Nin,18,24,0
Ninj1,0,41,2
Ninj2,0,0,0
Ninl,0,7,0
Nip7,1632,2499,2222
Nipa1,0,156,0
Nipa2,10,0,0
Nipal1,0,0,0
Nipal2,3,0,0
Nipal3,149,89,0
Nipal4,3,2,0
Nipbl,179,100,0
Nipsnap1,327,71,0
Nipsnap3a,0,0,0
Nipsnap3b,64,33,0
Nisch,379,2292,748
Nit1,200,0,0
Nit2,0,0,0
Nkain1,30,7,2
Nkain2,13,46,0
Nkain3,65,21,14
Nkain4,0,522,0
Nkap,37,10,280
Nkapl,0,0,0
Nkd1,14,1,14
Nkd2,0,0,0
Nkg7,0,0,0
Nkiras1,89,54,89
Nkiras2,0,0,0
Nkpd1,0,0,0
Nkrf,3,9,0
Nktr,1457,34,0
Nkx1-2,0,0,0
Nkx2-1,17,15,4
Nkx2-2,0,0,0
Nkx2-2as,0,0,0
Nkx2-3,0,0,0
Nkx2-4,0,0,0
Nkx2-5,0,0,0
Nkx2-6,0,0,0
Nkx2-9,4,1,0
Nkx3-1,0,0,0
Nkx3-2,0,0,0
Nkx6-1,0,0,0
Nkx6-2,3,0,0
Nkx6-3,0,0,0
Nle1,1,0,0
Nlgn1,58,36,6
Nlgn2,65,1074,16
Nlgn3,43,31,2
Nlk,129,394,0
Nln,5,0,0
Nlrc3,0,0,0
Nlrc4,1,0,0
Nlrc5,0,0,0
Nlrp10,8,3,3
Nlrp12,1,0,0
Nlrp14,0,0,0
Nlrp1a,27,55,15
Nlrp1b,0,0,0
Nlrp1c-ps,0,0,0
Nlrp2,0,0,0
Nlrp3,0,0,0
Nlrp4a,0,0,0
Nlrp4b,0,0,0
Nlrp4c,0,0,0
Nlrp4e,0,0,0
Nlrp4f,0,0,0
Nlrp4g,0,0,0
Nlrp5,0,0,0
Nlrp5-ps,0,0,0
Nlrp6,0,0,0
Nlrp9a,1,0,0
Nlrp9b,0,0,0
Nlrp9c,0,0,0
Nlrx1,0,0,0
Nmb,0,0,0
Nmbr,0,0,0
Nmd3,61,38,1
Nme1,527,1867,669
Nme2,215,180,462
Nme3,86,37,0
Nme4,3,0,0
Nme5,0,0,0
Nme6,0,666,0
Nme7,681,1480,675
Nme8,0,0,0
Nme9,0,0,0
Nmi,0,0,0
Nmnat1,0,0,0
Nmnat2,57,669,214
Nmnat3,0,0,0
Nmral1,0,0,0
Nmrk1,133,75,56
Nmrk2,45,27,14
Nms,0,0,0
Nmt1,465,336,180
Nmt2,137,131,100
Nmu,0,0,0
Nmur1,0,0,0
Nmur2,0,0,0
Nnat,733,466,1484
Nnmt,0,0,0
Nnt,29,10,0
Noa1,0,0,0
Nob1,9,3,0
Nobox,0,0,0
Noc2l,5,5,0
Noc3l,36,63,24
Noc4l,1,211,0
Nod1,0,0,0
Nod2,15,0,0
Nodal,0,0,0
Nog,9,0,0
Nol10,27,12,22
Nol11,2,150,1
Nol12,5,297,17
Nol3,229,368,0
Nol4,43,229,46
Nol6,52,44,389
Nol7,20,540,112
Nol8,44,53,7
Nol9,56,0,0
Nolc1,497,65,8
Nom1,68,961,30
Nomo1,84,108,153
Nono,276,476,0
Nop10,49,97,233
Nop14,0,5,73
Nop16,308,295,3
Nop2,4,0,2
Nop56,187,1024,0
Nop58,47,978,45
Nop9,0,35,0
Nos1,0,22,0
Nos1ap,250,578,7
Nos2,0,0,0
Nos3,0,0,0
Nosip,7,437,1
Nostrin,0,0,0
Notch1,29,1,0
Notch2,126,247,8
Notch3,0,1,0
Notch4,0,0,0
Noto,0,0,0
Notum,4,6,0
Nov,2,0,0
Nova1,2,48,9
Nova2,139,123,31
Nox1,0,0,0
Nox3,0,0,0
Nox4,0,0,0
Noxa1,0,0,0
Noxo1,0,0,0
Noxred1,0,0,0
Npas1,0,0,0
Npas2,122,0,1
Npas3,68,0,98
Npas4,0,0,0
Npat,27,16,5
Npb,0,0,0
Npbwr1,0,0,0
Npc1,328,22,42
Npc1l1,0,0,0
Npc2,245,0,0
Npcd,0,0,0
Npdc1,209,67,4
Npepl1,2,0,0
Npepps,235,961,59
Npff,0,0,0
Npffr1,0,0,0
Npffr2,0,0,0
Nphp1,210,1,1
Nphp3,42,0,0
Nphp4,169,26,0
Nphs1,4,13,1
Nphs1as,0,0,0
Nphs2,0,0,1
Npl,0,0,0
Nploc4,7,12,2
Npm1,344,1900,313
Npm2,0,0,0
Npm3,2,0,0
Npm3-ps1,0,1,0
Npnt,96,750,4
Nppa,0,0,0
Nppb,0,0,0
Nppc,0,6,1
Npr1,0,0,0
Npr2,26,7,0
Npr3,9,1,0
Nprl2,11,21,0
Nprl3,5,305,0
Nps,0,0,0
Npsr1,3,0,0
Nptn,504,2020,443
Nptx1,639,3815,331
Nptx2,148,516,0
Nptxr,0,23,0
Npvf,0,0,0
Npw,0,0,0
Npy,35,310,76
Npy1r,322,527,134
Npy2r,95,958,0
Npy5r,0,0,93
Npy6r,0,0,0
Nqo1,0,0,0
Nqo2,16,0,0
Nr0b1,0,0,0
Nr0b2,0,0,0
Nr1d1,5,140,127
Nr1d2,27,33,2
Nr1h2,36,0,46
Nr1h3,0,193,0
Nr1h4,0,0,0
Nr1h5,5,18,3
Nr1i2,0,0,0
Nr1i3,0,0,0
Nr2c1,2,0,0
Nr2c2,34,546,3
Nr2c2ap,0,62,0
Nr2e1,7,60,26
Nr2e3,0,0,0
Nr2f1,125,142,91
Nr2f2,77,231,27
Nr2f6,6,121,0
Nr3c1,120,396,24
Nr3c2,4,433,0
Nr4a1,0,0,0
Nr4a2,5,2,374
Nr4a3,23,0,0
Nr5a1,0,0,0
Nr5a2,0,0,0
Nr6a1,1,675,1
Nradd,0,0,0
Nrap,0,0,0
Nrarp,0,0,0
Nras,144,1291,132
Nrbf2,383,68,0
Nrbp1,189,680,0
Nrbp2,0,0,5
Nrcam,526,726,36
Nrd1,202,1055,1
Nrde2,0,1,0
Nrep,847,617,205
Nrf1,30,212,0
Nrg1,114,4,0
Nrg2,0,0,0
Nrg3,35,1441,8
Nrg4,5,0,0
Nrgn,514,1412,710
Nrip1,4,2,1
Nrip2,8,64,109
Nrip3,160,345,183
Nrk,0,0,0
Nrl,0,0,0
Nrm,0,0,0
Nrn1,256,2960,77
Nrn1l,0,0,0
Nron,2,0,0
Nrp,20,0,8
Nrp1,1093,295,183
Nrp2,797,251,1
Nrsn1,164,1379,413
Nrsn2,20,215,0
Nrtn,7,0,130
Nrxn1,623,1429,277
Nrxn2,483,226,172
Nrxn3,780,564,491
Nsa2,209,467,22
Nsd1,287,184,8
Nsdhl,22,0,0
Nsf,859,7220,1085
Nsfl1c,97,1033,133
Nsg1,351,1203,816
Nsg2,289,480,560
Nsl1,58,34,37
Nsmaf,3,1,0
Nsmce1,0,539,0
Nsmce2,92,0,0
Nsmce4a,13,229,14
Nsmf,920,2339,1021
Nsun2,99,7,39
Nsun3,0,0,0
Nsun4,7,0,280
Nsun5,2,0,0
Nsun6,49,0,3
Nsun7,176,1,0
Nt5c,86,9,76
Nt5c1a,0,0,0
Nt5c1b,0,0,0
Nt5c2,137,122,1
Nt5c3,5,251,0
Nt5c3l,23,199,121
Nt5dc1,0,0,0
Nt5dc2,3,0,0
Nt5dc3,300,1913,228
Nt5e,0,0,0
Nt5m,72,0,13
Ntan1,170,27,0
Ntf3,0,0,0
Ntf5,14,9,5
Nthl1,0,0,0
Ntm,842,422,370
Ntmt1,0,159,0
Ntn1,18,27,3
Ntn3,0,0,0
Ntn4,0,0,0
Ntn5,36,0,0
Ntng1,59,274,38
Ntng2,0,243,0
Ntpcr,0,0,0
Ntrk1,0,0,0
Ntrk2,918,895,1327
Ntrk3,164,182,0
Nts,4,0,0
Ntsr1,0,0,0
Ntsr2,140,22,0
Nuak1,18,18,9
Nuak2,0,0,0
Nub1,63,1015,237
Nubp1,20,15,2
Nubp2,63,0,0
Nubpl,0,1,0
Nucb1,138,945,340
Nucb2,7,90,1
Nucks1,400,1102,167
Nudc,405,582,506
Nudcd1,0,333,5
Nudcd2,0,405,0
Nudcd3,110,2283,168
Nudt1,0,0,0
Nudt10,314,0,3
