,GSM3690881_NS_G18_htseq,GSM3690883_NS_G20_htseq,GSM3690882_NS_G19_htseq,GSM3690884_NS_G21_htseq
Slc9a3r1,37,9,3,23
Slc9a3r2,74,0,50,61
Slc9a4,0,0,0,0
Slc9a5,34,167,5,0
Slc9a6,102,94,30,102
Slc9a7,3,0,1,0
Slc9a8,44,28,0,17
Slc9a9,551,11,0,0
Slc9b1,0,0,0,0
Slc9b2,0,0,0,0
Slc9c1,0,0,0,0
Slco1a1,0,0,0,0
Slco1a4,24,0,9,0
Slco1a5,0,0,0,0
Slco1a6,0,0,0,0
Slco1b2,0,0,0,0
Slco1c1,13,0,6,5
Slco2a1,39,24,0,0
Slco2b1,0,0,119,0
Slco3a1,78,3,125,4
Slco4a1,0,10,0,0
Slco4c1,0,0,12,0
Slco5a1,0,0,0,0
Slco6b1,0,0,0,0
Slco6c1,0,0,0,0
Slco6d1,0,0,0,0
Slfn1,0,0,0,0
Slfn10-ps,0,0,0,0
Slfn14-ps,0,0,0,0
Slfn2,0,0,0,0
Slfn3,14,0,0,0
Slfn4,0,0,2,0
Slfn5,311,268,377,347
Slfn8,6,95,13,0
Slfn9,26,74,17,17
Slfnl1,0,0,0,0
Slirp,587,171,39,450
Slit1,562,368,148,0
Slit2,75,68,45,0
Slit3,129,966,0,12
Slitrk1,125,183,48,5
Slitrk2,29,6,38,236
Slitrk3,2265,145,64,142
Slitrk4,682,5,185,3
Slitrk5,183,129,350,19
Slitrk6,69,0,15,0
Slk,947,534,38,19
Slmap,52,69,164,39
Slmo1,3,6,39,3
Slmo2,401,0,233,235
Sln,0,0,0,0
Slpi,0,0,0,0
Sltm,713,835,435,366
Slu7,19,54,124,1226
Slurp1,0,0,0,0
Slx,0,0,0,0
Slx1b,139,242,23,578
Slx4,18,4,8,0
Slx4ip,23,3,10,0
Slxl1,0,0,0,0
Sly,0,0,0,0
Smad1,22,60,47,29
Smad2,12,0,5,37
Smad3,0,1,597,12
Smad4,24,507,181,149
Smad5,302,186,30,23
Smad6,0,0,0,2
Smad7,66,26,90,10
Smad9,8,18,51,5
Smagp,0,0,0,0
Smap1,167,182,73,2
Smap2,1149,774,127,64
Smarca1,32,170,41,142
Smarca2,693,734,526,457
Smarca4,1631,1773,318,476
Smarca5,56,314,14,112
Smarca5-ps,0,0,0,1
Smarcad1,145,29,1,1
Smarcal1,0,11,13,48
Smarcb1,554,4,0,34
Smarcc1,537,908,673,398
Smarcc2,133,485,109,58
Smarcd1,264,175,88,210
Smarcd2,55,103,4,1
Smarcd3,38,39,18,278
Smarce1,466,32,273,17
Smc1a,279,561,824,160
Smc1b,0,0,0,0
Smc2,0,164,98,0
Smc3,172,1200,157,49
Smc4,5,1,4,0
Smc5,3,110,341,1
Smc6,634,203,59,476
Smchd1,61,286,17,6
Smcp,0,0,0,0
Smcr7,12,0,0,0
Smcr7l,1,0,0,56
Smcr8,30,216,24,0
Smek1,213,317,34,1
Smek2,228,205,255,196
Smg1,333,1363,243,384
Smg5,4,88,6,87
Smg6,510,267,414,226
Smg7,253,435,159,213
Smg8,0,0,11,0
Smg9,0,459,9,0
Smgc,0,0,0,0
Smim1,0,0,0,0
Smim11,4,217,8,100
Smim12,3,0,6,0
Smim13,422,937,229,3
Smim14,658,32,9,34
Smim15,239,22,5,15
Smim18,6,0,60,0
Smim3,0,8,0,0
Smim4,55,0,0,0
Smim5,2,0,0,0
Smim6,0,0,0,0
Smim7,530,1092,73,99
Smim8,0,0,12,1
Smim9,0,0,0,0
Smlr1,0,0,0,0
Smn1,179,1075,205,627
Smndc1,14,0,3,115
Smo,25,1,10,9
Smoc1,5,66,0,3
Smoc2,17,397,3,0
Smok2a,0,0,0,0
Smok2b,0,0,0,0
Smok3a,0,0,0,0
Smok3b,0,2,0,0
Smok4a,0,0,0,0
Smox,0,3,36,5
Smpd1,108,619,201,7
Smpd2,41,144,17,0
Smpd3,283,108,503,278
Smpd4,920,196,420,0
Smpd5,0,0,0,0
Smpdl3a,23,0,2,3
Smpdl3b,0,0,0,0
Smpx,0,0,0,0
Smr2,0,0,0,0
Smr3a,0,0,0,0
Sms,534,148,93,55
Smtn,0,0,0,0
Smtnl1,0,0,0,0
Smtnl2,136,210,139,115
Smu1,617,23,0,550
Smug1,0,24,0,0
Smurf1,383,105,116,0
Smurf2,463,124,4,0
Smyd1,0,0,0,0
Smyd2,139,3,173,9
Smyd3,41,73,13,7
Smyd4,64,59,62,49
Smyd5,8,606,174,118
Snai1,0,0,0,0
Snai2,70,40,119,75
Snai3,0,0,0,0
Snap23,0,0,1,0
Snap25,7895,3661,2241,5812
Snap29,177,32,38,1
Snap47,2611,1191,135,1858
Snap91,1045,1373,233,436
Snapc1,0,0,4,5
Snapc2,31,0,136,0
Snapc3,313,97,0,0
Snapc4,1,179,3,0
Snapc5,133,333,0,133
Snapin,234,0,64,0
Snca,0,0,0,0
Sncaip,0,0,1,0
Sncb,400,191,235,210
Sncg,122,0,0,0
Snd1,581,11,131,0
Sned1,0,0,5,0
Snf8,93,74,294,145
Snhg1,209,42,2,412
Snhg10,93,0,141,145
Snhg11,14170,4655,5488,1157
Snhg12,0,2,92,0
Snhg3,14,0,4,0
Snhg4,6,0,0,0
Snhg5,0,62,143,346
Snhg6,0,5,142,68
Snhg7,1,1,0,0
Snhg8,58,0,223,4
Snhg9,61,8,33,0
Snip1,262,0,0,0
Snn,94,56,64,499
Snora15,0,0,0,0
Snora16a,3,0,4,0
Snora17,0,0,0,0
Snora19,0,0,0,0
Snora20,0,0,0,0
Snora21,0,0,0,0
Snora23,0,1,4,0
Snora24,0,0,0,0
Snora26,0,0,0,0
Snora28,69,0,0,0
Snora2b,0,0,0,0
Snora3,0,0,0,0
Snora30,7,12,0,0
Snora31,0,0,0,0
Snora33,32,0,0,0
Snora34,0,0,0,0
Snora35,0,0,0,0
Snora36b,0,0,0,0
Snora41,0,0,0,0
Snora43,0,0,0,0
Snora44,0,0,0,0
Snora47,0,0,0,0
Snora52,0,0,0,0
Snora5c,0,0,0,2
Snora61,0,0,0,0
Snora62,0,0,0,0
Snora64,0,0,21,0
Snora65,0,0,0,0
Snora68,55,0,0,0
Snora69,0,0,0,0
Snora70,0,6,0,0
Snora74a,0,0,0,0
Snora75,0,0,0,0
Snora78,2,0,69,0
Snora7a,0,0,0,0
Snora81,47,31,112,36
Snord100,0,0,0,0
Snord104,0,32,0,54
Snord11,0,0,0,0
Snord110,0,0,0,0
Snord111,0,0,0,0
Snord116,0,0,0,0
Snord116l1,0,0,0,0
Snord116l2,0,0,0,0
Snord118,5,0,27,0
Snord12,0,0,0,0
Snord123,0,0,0,0
Snord14a,0,0,0,0
Snord14c,0,0,0,0
Snord14d,0,0,0,0
Snord15a,0,0,0,0
Snord15b,0,0,0,0
Snord16a,0,0,0,0
Snord17,0,0,0,0
Snord19,0,0,0,0
Snord1a,0,0,0,0
Snord1b,0,0,0,0
Snord1c,0,0,0,0
Snord2,13,0,0,0
Snord22,0,0,0,0
Snord23,0,0,0,0
Snord32a,0,0,0,0
Snord33,0,0,0,0
Snord34,0,0,0,0
Snord35a,0,0,0,0
Snord35b,0,0,0,0
Snord37,0,0,0,0
Snord38a,11,0,0,0
Snord42a,0,0,0,0
Snord42b,0,3,0,0
Snord43,0,0,0,0
Snord45b,0,0,0,0
Snord45c,0,0,0,0
Snord47,0,0,0,0
Snord49a,0,0,0,0
Snord49b,0,5,4,0
Snord4a,0,0,0,0
Snord52,35,0,0,0
Snord53,0,0,0,0
Snord55,30,0,0,0
Snord57,0,0,0,0
Snord58b,0,0,0,0
Snord61,0,0,0,0
Snord64,0,0,0,0
Snord65,0,0,0,0
Snord66,0,0,0,0
Snord67,0,0,0,0
Snord68,0,0,0,0
Snord69,0,0,0,0
Snord7,0,0,0,0
Snord70,0,0,0,0
Snord71,0,0,0,0
Snord72,0,0,0,0
Snord73a,0,0,0,0
Snord8,5,0,0,0
Snord82,0,0,0,0
Snord83b,0,0,7,0
Snord85,0,0,0,0
Snord87,0,0,0,0
Snord88a,0,0,0,0
Snord88c,0,0,0,0
Snord89,0,0,0,0
Snord90,0,0,0,0
Snord91a,0,34,0,0
Snord92,0,0,0,0
Snord93,0,0,0,0
Snord95,0,0,0,0
Snord96a,0,0,0,0
Snord98,0,0,0,0
Snord99,0,0,0,0
Snph,21,203,76,25
Snrk,143,161,191,16
Snrnp200,454,64,33,321
Snrnp25,0,320,0,0
Snrnp27,378,189,541,39
Snrnp35,17,0,2,485
Snrnp40,144,99,31,450
Snrnp48,511,562,5,125
Snrnp70,411,179,321,223
Snrpa,326,1,180,214
Snrpa1,211,0,0,1259
Snrpb,1197,384,303,621
Snrpb2,631,148,103,122
Snrpc,77,5,6,457
Snrpd1,415,234,78,0
Snrpd2,145,392,146,586
Snrpd3,181,541,107,466
Snrpe,672,101,26,548
Snrpf,0,17,16,65
Snrpg,557,904,42,460
Snrpn,0,0,0,0
Snta1,1,82,6,0
Sntb1,0,0,0,0
Sntb2,202,79,34,7
Sntg1,166,47,116,18
Sntg2,0,0,0,0
Sntn,0,2,0,0
Snupn,0,13,21,8
Snurf,0,0,0,0
Snw1,594,787,110,658
Snx1,3,89,40,338
Snx10,881,268,454,2143
Snx11,0,50,0,0
Snx12,25,308,14,346
Snx13,113,8,24,77
Snx14,9,7,11,38
Snx15,174,335,126,11
Snx16,59,15,402,42
Snx17,352,15,124,60
Snx18,107,3,21,2
Snx19,3,90,348,121
Snx2,139,9,133,154
Snx20,0,155,0,0
Snx21,60,0,0,0
Snx22,19,0,0,1
Snx24,0,17,66,0
Snx25,531,0,0,31
Snx27,689,66,136,33
Snx29,0,0,0,0
Snx3,354,661,319,923
Snx30,125,85,280,115
Snx31,0,0,0,0
Snx32,392,246,347,166
Snx33,0,0,22,0
Snx4,20,15,8,0
Snx5,45,518,5,55
Snx6,67,119,6,913
Snx7,32,262,0,0
Snx8,11,0,0,0
Snx9,4,0,12,21
Soat1,104,120,70,110
Soat2,122,145,132,43
Sobp,39,508,328,806
Socs1,0,0,0,0
Socs2,0,0,0,0
Socs3,0,0,0,0
Socs4,250,0,0,0
Socs5,209,553,258,310
Socs6,11,183,0,0
Socs7,496,34,16,59
Sod1,1584,1515,412,2481
Sod2,270,12,189,1123
Sod3,0,0,5,0
Soga2,15,1,169,16
Soga3,858,653,192,573
Sohlh1,0,0,0,0
Sohlh2,0,0,0,0
Solh,2,2,28,1
Son,2609,1793,1032,1323
Sorbs1,2051,1610,984,135
Sorbs2,1142,1252,174,429
Sorbs3,0,0,0,77
Sorcs1,5,29,0,7
Sorcs2,26,0,43,0
Sorcs3,1315,93,100,1696
Sord,187,83,0,0
Sorl1,171,375,167,39
Sort1,871,355,251,234
Sos1,71,21,38,733
Sos2,112,76,44,0
Sost,0,0,0,0
Sostdc1,0,0,59,0
Sowaha,386,219,398,283
Sowahb,11,4,5,7
Sowahc,0,0,82,0
Sowahd,0,0,0,0
Sox1,4,0,0,0
Sox10,51,0,24,18
Sox11,791,27,414,252
Sox12,7,1,4,0
Sox13,0,0,0,0
Sox14,0,0,0,0
Sox15,0,0,0,0
Sox17,0,0,6,0
Sox18,0,0,0,0
Sox2,83,1,210,102
Sox21,1,0,0,0
Sox2ot,298,18,18,5
Sox3,0,0,0,0
Sox30,0,0,0,0
Sox4,6,1,22,34
Sox5,15,2,2,1
Sox6,6,23,0,0
Sox7,12,9,24,7
Sox8,3,131,7,1
Sox9,245,42,60,42
Sp1,22,11,6,17
Sp100,0,0,0,0
Sp110,25,20,70,23
Sp140,0,25,0,1
Sp2,0,1,0,0
Sp3,168,1,167,133
Sp4,52,3,117,24
Sp5,0,0,0,0
Sp6,0,0,0,0
Sp7,0,0,0,0
Sp8,0,0,0,0
Sp9,9,0,0,0
Spa17,0,0,14,1
Spaca1,0,0,0,0
Spaca3,0,0,0,0
Spaca4,0,0,0,0
Spaca5,0,0,0,0
Spaca7,0,0,0,0
Spag1,441,0,0,0
Spag11a,0,0,0,0
Spag11b,0,0,0,0
Spag16,5,2,2,0
Spag17,68,32,0,0
Spag4,0,0,0,0
Spag5,0,0,21,0
Spag6,0,0,0,1
Spag7,461,21,32,37
Spag8,0,76,0,0
Spag9,766,508,416,736
Spam1,0,0,0,0
Sparc,986,2541,1015,2002
Sparcl1,2041,2130,1364,1839
Spast,1223,144,15,26
Spata1,0,33,49,0
Spata13,4,309,5,11
Spata16,0,0,0,0
Spata17,0,0,0,0
Spata18,29,0,0,0
Spata19,0,0,0,0
Spata2,23,136,170,0
Spata20,0,0,0,0
Spata21,0,0,0,0
Spata22,0,0,0,0
Spata24,0,0,0,0
Spata25,0,0,0,0
Spata2l,815,0,11,0
Spata3,0,0,0,0
Spata31,0,0,0,0
Spata31d1a,0,0,0,0
Spata31d1b,0,0,0,0
Spata31d1c,0,0,0,0
Spata31d1d,0,0,0,0
Spata32,0,0,0,0
Spata4,0,0,0,0
Spata5,108,0,126,12
Spata5l1,0,42,0,0
Spata6,0,0,0,5
Spata7,0,431,11,1
Spata9,0,0,0,0
Spatc1,0,0,0,0
Spatc1l,0,0,0,0
Spats1,0,60,0,0
Spats2,5,13,47,96
Spats2l,40,0,16,225
Spc24,75,57,75,46
Spc25,0,0,0,0
Spcs1,470,392,45,863
Spcs2,144,160,509,6
Spcs3,3,198,154,1
Spdef,0,0,0,0
Spdl1,0,0,0,0
Spdya,0,0,0,0
Spdyb,0,0,0,0
Specc1,0,11,153,97
Specc1l,18,23,11,0
Speer1-ps1,0,0,0,0
Speer2,0,0,0,0
Speer3,0,0,0,0
Speer4a,0,0,0,0
Speer4b,0,3,11,0
Speer4d,0,0,0,0
Speer4e,1,0,0,0
Speer4f,0,0,0,0
Speer5-ps1,0,0,0,0
Speer6-ps1,0,0,0,0
Speer7-ps1,1,0,3,0
Speer8-ps1,125,0,0,0
Speer9-ps1,0,0,0,0
Spef1,100,0,0,0
Spef2,0,0,0,1
Speg,16,82,163,44
Spem1,0,0,0,0
Spen,52,12,70,5
Spert,0,0,0,0
Spesp1,0,0,0,0
Spg11,0,5,0,0
Spg20,85,0,35,6
Spg21,773,130,1,246
Spg7,10,0,94,16
Sphk1,0,0,0,0
Sphk2,20,32,328,0
Sphkap,478,206,148,259
Spib,6,2,17,4
Spic,0,0,0,0
Spice1,97,52,0,0
Spin1,145,870,308,164
Spin2,0,0,0,0
Spin4,0,0,0,0
Spink10,17,0,15,0
Spink11,0,0,0,0
Spink12,0,0,0,0
Spink13,0,0,0,0
Spink14,0,0,0,0
Spink2,0,0,0,0
Spink3,0,0,0,0
Spink4,0,0,0,0
Spink5,0,0,0,0
Spink6,0,0,0,0
Spink7,0,0,0,0
Spink8,0,0,0,0
Spinkl,0,0,0,0
Spint1,83,0,0,0
Spint2,0,27,2,2
Spint3,0,0,0,0
Spint4,0,0,0,0
Spint5,0,0,0,0
Spire1,7,340,29,143
Spire2,2,130,1,0
Spn,0,0,0,0
Spn-ps,0,0,0,0
Spns1,89,270,23,0
Spns2,125,465,2,72
Spns3,0,0,0,0
Spo11,0,0,0,0
Spock1,552,10,357,301
Spock2,308,235,430,235
Spock3,609,8,997,122
Spon1,1297,817,82,85
Spon2,0,0,0,0
Spop,258,479,428,717
Spopl,16,2,0,0
Spp1,21,0,2,3
Spp2,0,0,0,0
Sppl2a,737,164,266,40
Sppl2b,3,0,173,0
Sppl2c,0,0,0,0
Sppl3,421,103,110,0
Spr,63,0,84,10
Spred1,0,0,0,0
Spred2,65,139,14,0
Spred3,39,7,0,0
Sprn,1987,1546,0,0
Sprr1a,0,0,0,0
Sprr1b,0,0,0,0
Sprr2a1,0,0,0,0
Sprr2a2,0,0,0,0
Sprr2b,0,0,0,0
Sprr2d,0,0,0,0
Sprr2e,0,0,0,0
Sprr2f,0,0,0,0
Sprr2g,0,0,0,0
Sprr2h,0,0,0,0
Sprr2i,0,0,0,0
Sprr2j-ps,0,0,0,0
Sprr2k,0,0,0,0
Sprr3,0,0,0,0
Sprr4,0,0,0,0
Sprtn,0,0,0,0
Spry1,0,0,0,0
Spry2,726,275,501,491
Spry3,0,0,5,2
Spry4,0,0,0,2
Spryd3,401,9,69,4
Spryd4,0,25,0,0
Spryd7,248,400,258,9
Spsb1,14,0,5,108
Spsb2,0,0,0,0
Spsb3,610,981,67,314
Spsb4,0,47,0,0
Spt1,0,0,16,0
Spta1,0,0,0,0
Sptan1,2081,2999,753,1763
Sptb,242,17,54,399
Sptbn1,3159,1828,1706,1086
Sptbn2,1246,289,372,86
Sptbn4,173,115,95,56
Sptlc1,8,128,15,15
Sptlc2,19,1,40,0
Sptlc3,0,0,0,0
Sptssa,395,469,79,587
Sptssb,2,0,0,0
Spty2d1,113,69,12,4
Spz1,0,0,0,0
Sqle,0,62,283,0
Sqrdl,0,0,0,0
Sqstm1,3295,1566,903,2953
Sra1,169,1,9,739
Srbd1,0,0,1,0
Src,486,133,87,53
Srcin1,170,44,76,22
Srcrb4d,0,0,0,0
Srd5a1,1,166,16,47
Srd5a2,0,0,0,0
Srd5a3,29,6,4,10
Srebf1,0,0,78,2
Srebf2,43,718,152,12
Srek1,269,840,274,457
Srek1ip1,178,412,102,11
Srf,77,0,6,148
Srfbp1,0,0,0,0
Srgap1,37,67,73,2
Srgap2,14,19,104,2
Srgap3,1059,144,157,761
Srgn,0,0,0,0
Sri,179,272,111,664
Srl,0,0,0,0
Srm,180,2,0,46
Srms,0,0,0,0
Srp14,877,171,525,1366
Srp19,403,125,57,1131
Srp54a,95,0,275,88
Srp54b,0,0,0,0
Srp54c,0,0,0,0
Srp68,374,16,3,6
Srp72,226,131,93,67
Srp9,924,203,7,1337
Srpk1,25,138,2,54
Srpk2,415,583,856,236
Srpk3,0,0,0,0
Srpr,718,106,12,3
Srprb,131,2,0,32
Srpx,0,0,0,0
Srpx2,22,0,1,0
Srr,0,9,93,16
Srrd,0,0,0,0
Srrm1,359,652,409,51
Srrm2,1414,783,265,442
Srrm3,31,11,134,1
Srrm4,108,517,38,64
Srrt,291,435,150,356
Srsf1,191,797,310,635
Srsf10,731,156,217,120
Srsf11,2621,1778,1145,222
Srsf12,0,0,187,0
Srsf2,2293,1076,435,1090
Srsf3,454,594,452,2481
Srsf4,269,447,7,12
Srsf5,2320,387,341,304
Srsf6,972,21,2,68
Srsf7,583,75,353,5
Srsf9,27,138,282,32
Srxn1,191,0,285,1285
Sry,0,0,0,0
Ss18,7,0,0,0
Ss18l1,9,202,90,12
Ssb,467,347,306,1434
Ssbp1,84,88,4,213
Ssbp2,235,374,174,242
Ssbp3,395,207,429,419
Ssbp4,1,62,153,92
Ssc5d,0,0,0,0
Ssfa2,133,25,10,839
Ssh1,0,0,0,46
Ssh2,265,33,99,206
Ssh3,1,73,333,0
Ssna1,456,0,201,466
Sspn,0,0,2,139
Sspo,0,0,0,0
Ssr1,2502,272,197,1108
Ssr2,962,337,141,433
Ssr3,1351,184,490,930
Ssr4,0,45,252,414
Ssrp1,95,518,263,6
Sssca1,0,2,10,565
Sst,56,134,7,1
Sstr1,19,199,55,94
Sstr2,275,552,0,0
Sstr3,14,0,0,0
Sstr4,0,0,0,0
Sstr5,0,0,0,0
Ssty1,0,0,0,0
Ssty2,0,0,0,0
Ssu2,0,0,0,0
Ssu72,364,253,15,68
Ssx2ip,21,165,48,217
Ssx9,0,0,0,0
Ssxb1,0,0,0,0
Ssxb10,0,0,0,0
Ssxb2,0,0,0,0
Ssxb3,0,0,0,0
Ssxb5,0,0,0,0
Ssxb6,0,0,0,0
Ssxb8,0,0,0,0
Ssxb9,0,0,0,0
St13,347,244,132,476
St14,0,0,0,0
St18,559,917,35,196
St3gal1,7,29,5,78
St3gal2,130,3,71,0
St3gal3,7,0,45,30
St3gal4,0,0,16,42
St3gal5,350,77,512,755
St3gal6,0,0,0,0
St5,44,16,54,6
St6gal1,0,0,70,0
St6gal2,0,0,0,5
St6galnac1,0,1,0,1
St6galnac2,0,0,0,0
St6galnac3,0,0,1,0
St6galnac4,35,93,62,0
St6galnac5,367,0,7,429
St6galnac6,490,10,78,10
St7,10,162,140,4
St7l,50,46,87,251
St8sia1,280,182,486,177
St8sia2,3,0,0,0
St8sia3,721,232,778,344
St8sia4,29,1,28,1
St8sia5,17,0,0,0
St8sia6,0,0,0,0
Stab1,0,69,0,1
Stab2,8,0,0,0
Stac,0,0,0,0
Stac2,0,0,0,0
Stac3,0,0,0,0
Stag1,22,297,2,10
Stag2,300,44,201,13
Stag3,0,0,0,0
Stam,968,71,599,305
Stam2,408,0,1,0
Stambp,245,0,41,0
Stambpl1,0,233,0,0
Stap1,24,0,0,0
Stap2,0,0,0,0
Star,0,0,36,1
Stard10,4,0,19,99
Stard13,0,117,29,0
Stard3,13,0,0,0
Stard3nl,1,2,2,16
Stard4,0,0,0,1
Stard5,2,1,20,0
Stard6,0,0,0,0
Stard7,812,1,199,890
Stard8,4,1,0,0
Stat1,9,21,9,17
Stat2,132,0,87,0
Stat3,1146,222,197,186
Stat4,0,0,0,0
Stat5a,1,0,1,0
Stat5b,0,0,0,0
Stat6,0,0,0,0
Stau1,0,7,0,141
Stau2,538,99,28,236
Stbd1,0,0,0,0
Stc1,31,0,24,0
Stc2,0,0,0,0
Steap1,0,0,0,0
Steap2,138,92,88,93
Steap3,0,0,5,0
Steap4,0,0,0,0
Stfa1,0,0,0,0
Stfa2,0,0,0,0
Stfa2l1,0,0,0,0
Stfa3,0,0,0,0
Stil,0,0,0,0
Stim1,1050,293,311,20
Stim2,273,6,95,4
Stip1,1291,195,35,9
Stk10,5,4,3,2
Stk11,66,95,2,0
Stk11ip,0,0,6,8
Stk16,0,75,182,407
Stk17b,0,1,0,0
Stk19,309,153,173,512
Stk24,29,0,0,85
Stk25,741,99,5,647
Stk3,27,7,323,4
Stk30,3,0,0,0
Stk31,0,0,0,0
Stk32a,7,5,40,0
Stk32b,0,0,0,0
Stk32c,3,12,0,220
Stk33,0,0,0,0
Stk35,5,31,1,0
Stk36,8,0,2,0
Stk38,0,198,0,0
Stk38l,12,277,0,115
Stk39,116,37,27,112
Stk4,12,1,21,153
Stk40,2,43,0,5
Stmn1,1326,865,164,1188
Stmn1-rs1,0,0,0,0
Stmn2,370,36,270,100
Stmn3,1455,747,480,1249
Stmn4,1386,739,630,2531
Stmnd1,0,1,0,0
Stom,0,0,0,0
Stoml1,178,1,2,33
Stoml2,275,490,0,2
Stoml3,0,0,0,0
Ston1,0,0,0,0
Ston2,46,79,95,37
Stox1,0,5,0,0
Stox2,800,97,166,264
Stpg1,0,0,0,0
Stpg2,0,0,0,0
Stra13,0,15,0,0
Stra6,0,0,1,0
Stra8,0,0,0,0
Strada,12,90,5,10
Stradb,474,0,0,0
Strap,649,0,619,1063
Strbp,913,248,509,674
Strc,0,0,1,0
Strip1,523,6,4,1
Strip2,5,0,45,0
Strn,5,34,77,6
Strn3,299,571,165,484
Strn4,424,57,318,1567
Stt3a,0,380,0,186
Stt3b,72,50,206,10
Stub1,271,25,0,0
Stx11,0,0,0,0
Stx12,139,64,118,668
Stx16,25,16,7,44
Stx17,1,8,14,1
Stx18,63,418,0,225
Stx19,0,0,0,0
Stx1a,62,48,1,0
Stx1b,210,1,81,5
Stx2,2,1,0,0
Stx3,24,122,752,10
Stx4a,0,1,269,0
Stx5a,903,36,382,9
Stx6,431,65,89,788
Stx7,48,294,220,34
Stx8,694,0,54,471
Stxbp1,1658,338,383,190
Stxbp2,849,128,66,58
Stxbp3a,16,501,391,0
Stxbp3b,30,0,3,0
Stxbp4,122,82,109,65
Stxbp5,219,287,403,97
Stxbp5l,1157,424,1212,627
Stxbp6,799,548,585,539
Styk1,0,0,0,0
Styx,244,332,34,13
Styxl1,0,0,0,0
Sub1,1005,1433,916,3161
Sucla2,865,6,581,519
Suclg1,907,137,777,34
Suclg2,104,0,92,6
Sucnr1,0,0,0,0
Suco,16,8,44,260
Suds3,69,0,35,204
Sufu,156,0,0,0
Sugp1,122,6,5,0
Sugp2,92,49,32,8
Sugt1,33,67,361,216
Sulf1,59,0,0,0
Sulf2,470,0,1,0
Sult1a1,0,4,22,10
Sult1b1,0,0,0,0
Sult1c1,0,0,0,0
Sult1c2,0,0,0,0
Sult1d1,0,0,0,0
Sult1e1,0,0,0,0
Sult2a1,0,0,0,0
Sult2a2,0,0,0,0
Sult2a3,0,0,0,0
Sult2a4,0,0,0,0
Sult2a5,0,0,0,0
Sult2a6,0,0,0,0
Sult2a7,0,0,0,0
Sult2b1,0,41,0,667
Sult3a1,0,0,0,0
Sult4a1,651,1390,73,29
Sult5a1,0,0,0,0
Sult6b1,0,0,0,0
Sumf1,2,2,4,0
Sumf2,27,0,83,1
Sumo1,1036,910,224,506
Sumo2,1336,440,728,1606
Sumo3,66,34,359,1694
Sun1,665,10,0,0
Sun2,21,0,5,12
Sun3,0,0,0,0
Sun5,0,0,0,0
Suox,0,10,0,0
Supt16,57,65,86,266
Supt20,24,0,2,0
Supt3,2,67,27,543
Supt4a,20,35,176,59
Supt5,744,154,604,837
Supt6,2223,397,1085,231
Supt7l,45,652,97,25
Supv3l1,0,0,0,0
Surf1,267,0,486,86
Surf2,2,1,0,0
Surf4,27,204,3,378
Surf6,4,0,31,12
Susd1,0,0,0,0
Susd2,0,0,0,0
Susd3,0,0,0,0
Susd4,101,47,111,0
Susd5,0,0,0,0
Suv39h1,177,3,0,46
Suv39h2,0,0,0,0
Suv420h1,118,239,119,51
Suv420h2,250,0,0,0
Suz12,55,77,255,129
Sv2a,1285,1592,1262,922
Sv2b,841,56,247,40
Sv2c,4,3,17,19
Sva,0,0,0,0
Sval1,0,0,0,0
Sval2,0,0,0,0
Sval3,0,0,0,0
Svep1,3,0,0,0
Svil,49,2,128,0
Svip,425,122,56,116
Svop,265,55,190,3
Svopl,3,3,15,4
Svs1,0,0,0,0
Svs2,0,0,0,0
Svs3a,0,0,0,0
Svs3b,0,0,0,0
Svs4,0,0,0,0
Svs5,0,0,0,0
Svs6,0,0,0,0
Swap70,0,0,0,0
Swi5,244,204,4,367
Swsap1,0,0,0,0
Swt1,163,18,383,0
Syap1,23,535,67,87
Sybu,1132,303,204,166
Syce1,0,0,0,0
Syce1l,0,0,0,0
Syce2,0,0,0,3
Syce3,0,0,0,0
Sycn,0,0,0,0
Sycp1,0,0,0,0
Sycp1-ps1,0,0,0,0
Sycp2,9,0,1,9
Sycp3,15,46,40,0
Syde1,0,0,0,0
Syde2,0,0,0,0
Syf2,509,164,42,68
Syk,0,0,0,0
Sympk,0,4,0,4
Syn1,897,133,107,1393
Syn2,1548,1549,533,1937
Syn3,149,3,16,34
Syna,0,0,63,0
Synb,0,0,0,0
Sync,0,0,0,0
Syncrip,362,621,142,24
Syndig1,619,0,10,0
Syndig1l,2,0,0,0
Syne1,5665,1839,1397,648
Syne2,0,48,8,0
Syne3,0,0,49,0
Syne4,20,2,0,0
Syngr1,825,481,458,1181
Syngr2,17,232,0,0
Syngr3,1189,128,103,43
Syngr4,0,0,0,0
Synj1,2186,847,1333,533
Synj2,0,4,1,35
Synj2bp,2004,1298,685,473
Synm,22,89,14,1
Synpo,2437,319,784,623
Synpo2,7,0,6,440
Synpo2l,1,4,6,0
Synpr,1703,569,601,1226
Synrg,130,26,484,1
Syp,2136,2131,976,1083
Sypl,46,5,269,415
Sypl2,0,0,0,0
Sys1,391,12,321,3
Syt1,5712,2597,3876,1272
Syt10,6,0,0,0
Syt11,4377,1682,2322,1299
Syt12,23,23,31,13
Syt13,307,272,209,123
Syt14,282,0,0,0
Syt15,113,114,118,102
Syt16,22,293,81,0
Syt17,0,102,1,79
Syt2,28,7,183,3
Syt3,130,3,40,38
Syt4,756,1376,628,949
Syt5,1690,92,99,221
Syt6,0,0,0,0
Syt7,1057,631,1416,256
Syt8,0,0,0,0
Syt9,0,0,6,0
